collection_id,bin_id,collection_date,location_type,district,fill_level_percent,fill_level_category,waste_type_primary,days_since_last_collection,nearby_population,overflow_reported,odor_complaint,priority_score,priority_category
COL_0013928,BIN_00065,2022-04-27,residential,Kasoa,17.3,low,general,3,162,0,0,17,LOW
COL_0013929,BIN_00065,2022-04-30,residential,Kasoa,20.7,low,organic,3,162,0,0,22,LOW
COL_0013930,BIN_00065,2022-05-03,residential,Kasoa,18.2,low,general,3,162,0,0,17,LOW
COL_0013931,BIN_00065,2022-05-07,residential,Kasoa,21.7,low,organic,4,162,0,0,26,LOW
COL_0013932,BIN_00065,2022-05-10,residential,Kasoa,15.7,low,general,3,162,0,0,17,LOW
COL_0013933,BIN_00065,2022-05-13,residential,Kasoa,12.3,low,organic,3,162,0,0,22,LOW
COL_0013934,BIN_00065,2022-05-16,residential,Kasoa,19.7,low,recyclable,3,162,0,0,15,LOW
COL_0013935,BIN_00065,2022-05-19,residential,Kasoa,17.6,low,organic,3,162,0,0,22,LOW
COL_0013936,BIN_00065,2022-05-22,residential,Kasoa,17.7,low,organic,3,162,0,0,22,LOW
COL_0013937,BIN_00065,2022-05-26,residential,Kasoa,24.9,low,organic,4,162,0,0,26,LOW
COL_0013938,BIN_00065,2022-05-29,residential,Kasoa,23.9,low,organic,3,162,0,0,22,LOW
COL_0013939,BIN_00065,2022-06-01,residential,Kasoa,11.6,low,organic,3,162,0,0,22,LOW
COL_0013940,BIN_00065,2022-06-04,residential,Kasoa,26.4,low,organic,3,162,0,0,22,LOW
COL_0013941,BIN_00065,2022-06-09,residential,Kasoa,32.7,medium,recyclable,5,162,0,0,29,LOW
COL_0013942,BIN_00065,2022-06-14,residential,Kasoa,32.9,medium,organic,5,162,0,0,36,MEDIUM
COL_0013943,BIN_00065,2022-06-18,residential,Kasoa,21.9,low,general,4,162,0,0,21,LOW
COL_0013944,BIN_00065,2022-06-22,residential,Kasoa,31.7,medium,general,4,162,0,0,27,LOW
COL_0013945,BIN_00065,2022-06-25,residential,Kasoa,21.3,low,organic,3,162,0,0,22,LOW
COL_0013946,BIN_00065,2022-06-28,residential,Kasoa,22.4,low,general,3,162,0,0,17,LOW
COL_0013947,BIN_00065,2022-07-01,residential,Kasoa,19.8,low,recyclable,3,162,0,0,15,LOW
COL_0013948,BIN_00065,2022-07-04,residential,Kasoa,20.5,low,organic,3,162,0,0,22,LOW
COL_0013949,BIN_00065,2022-07-07,residential,Kasoa,23.7,low,general,3,162,0,0,17,LOW
COL_0013950,BIN_00065,2022-07-10,residential,Kasoa,20.5,low,general,3,162,0,0,17,LOW
COL_0013951,BIN_00065,2022-07-15,residential,Kasoa,26.5,low,organic,5,162,0,0,30,MEDIUM
COL_0013952,BIN_00065,2022-07-18,residential,Kasoa,20.7,low,recyclable,3,162,0,0,15,LOW
COL_0013953,BIN_00065,2022-07-22,residential,Kasoa,17.6,low,organic,4,162,0,0,26,LOW
COL_0013954,BIN_00065,2022-07-25,residential,Kasoa,26.8,low,organic,3,162,0,0,22,LOW
COL_0013955,BIN_00065,2022-07-28,residential,Kasoa,16.3,low,general,3,162,0,0,17,LOW
COL_0013956,BIN_00065,2022-08-01,residential,Kasoa,28.0,low,general,4,162,0,0,21,LOW
COL_0013957,BIN_00065,2022-08-04,residential,Kasoa,22.3,low,general,3,162,0,0,17,LOW
COL_0013958,BIN_00065,2022-08-07,residential,Kasoa,26.9,low,organic,3,162,0,0,22,LOW
COL_0013959,BIN_00065,2022-08-10,residential,Kasoa,29.1,low,general,3,162,0,0,17,LOW
COL_0013960,BIN_00065,2022-08-13,residential,Kasoa,29.5,low,organic,3,162,0,0,22,LOW
COL_0013961,BIN_00065,2022-08-17,residential,Kasoa,32.6,medium,organic,4,162,0,0,32,MEDIUM
COL_0013962,BIN_00065,2022-08-20,residential,Kasoa,26.2,low,organic,3,162,0,0,22,LOW
COL_0013963,BIN_00065,2022-08-28,residential,Kasoa,60.8,high,recyclable,8,162,0,0,42,MEDIUM
COL_0013964,BIN_00065,2022-08-31,residential,Kasoa,20.5,low,organic,3,162,0,0,22,LOW
COL_0013965,BIN_00065,2022-09-03,residential,Kasoa,25.4,low,general,3,162,0,0,17,LOW
COL_0013966,BIN_00065,2022-09-06,residential,Kasoa,15.8,low,general,3,162,0,0,17,LOW
COL_0013967,BIN_00065,2022-09-09,residential,Kasoa,21.2,low,general,3,162,0,0,17,LOW
COL_0013968,BIN_00065,2022-09-13,residential,Kasoa,22.5,low,organic,4,162,0,0,26,LOW
COL_0013969,BIN_00065,2022-09-17,residential,Kasoa,26.3,low,general,4,162,0,0,21,LOW
COL_0013970,BIN_00065,2022-09-21,residential,Kasoa,22.2,low,organic,4,162,0,0,26,LOW
COL_0013971,BIN_00065,2022-09-26,residential,Kasoa,29.0,low,recyclable,5,162,0,0,23,LOW
COL_0013972,BIN_00065,2022-09-29,residential,Kasoa,17.3,low,organic,3,162,0,0,22,LOW
COL_0013973,BIN_00065,2022-10-02,residential,Kasoa,15.0,low,organic,3,162,0,0,22,LOW
COL_0013974,BIN_00065,2022-10-06,residential,Kasoa,25.2,low,organic,4,162,0,0,26,LOW
COL_0013975,BIN_00065,2022-10-09,residential,Kasoa,27.3,low,recyclable,3,162,0,0,15,LOW
COL_0013976,BIN_00065,2022-10-12,residential,Kasoa,17.4,low,general,3,162,0,0,17,LOW
COL_0013977,BIN_00065,2022-10-15,residential,Kasoa,22.8,low,general,3,162,0,0,17,LOW
COL_0013978,BIN_00065,2022-10-18,residential,Kasoa,23.2,low,e_waste,3,162,0,0,27,LOW
COL_0013979,BIN_00065,2022-10-21,residential,Kasoa,16.4,low,organic,3,162,0,0,22,LOW
COL_0013980,BIN_00065,2022-10-24,residential,Kasoa,23.9,low,organic,3,162,0,0,22,LOW
COL_0013981,BIN_00065,2022-10-29,residential,Kasoa,25.1,low,organic,5,162,0,0,30,MEDIUM
COL_0013982,BIN_00065,2022-11-01,residential,Kasoa,19.7,low,recyclable,3,162,0,0,15,LOW
COL_0013983,BIN_00065,2022-11-04,residential,Kasoa,14.9,low,organic,3,162,0,0,22,LOW
COL_0013984,BIN_00065,2022-11-07,residential,Kasoa,17.2,low,general,3,162,0,0,17,LOW
COL_0013985,BIN_00065,2022-11-10,residential,Kasoa,13.7,low,organic,3,162,0,0,22,LOW
COL_0013986,BIN_00065,2022-11-13,residential,Kasoa,20.3,low,general,3,162,0,0,17,LOW
COL_0013987,BIN_00065,2022-11-16,residential,Kasoa,17.2,low,general,3,162,0,0,17,LOW
COL_0013988,BIN_00065,2022-11-20,residential,Kasoa,24.9,low,recyclable,4,162,0,0,19,LOW
COL_0013989,BIN_00065,2022-11-23,residential,Kasoa,12.8,low,general,3,162,0,0,17,LOW
COL_0013990,BIN_00065,2022-11-26,residential,Kasoa,19.3,low,general,3,162,0,0,17,LOW
COL_0013991,BIN_00065,2022-11-29,residential,Kasoa,18.0,low,recyclable,3,162,0,0,15,LOW
COL_0013992,BIN_00065,2022-12-04,residential,Kasoa,38.5,medium,organic,5,162,0,0,36,MEDIUM
COL_0013993,BIN_00065,2022-12-08,residential,Kasoa,35.6,medium,recyclable,4,162,0,0,25,LOW
COL_0013994,BIN_00065,2022-12-11,residential,Kasoa,23.1,low,general,3,162,0,0,17,LOW
COL_0013995,BIN_00065,2022-12-14,residential,Kasoa,18.2,low,organic,3,162,0,0,22,LOW
COL_0013996,BIN_00065,2022-12-17,residential,Kasoa,17.8,low,general,3,162,0,0,17,LOW
COL_0013997,BIN_00065,2022-12-20,residential,Kasoa,29.7,low,organic,3,162,0,0,22,LOW
COL_0013998,BIN_00065,2022-12-23,residential,Kasoa,30.6,medium,organic,3,162,0,0,28,LOW
COL_0013999,BIN_00065,2022-12-27,residential,Kasoa,54.7,medium,organic,4,162,0,0,42,MEDIUM
COL_0014000,BIN_00065,2022-12-30,residential,Kasoa,32.2,medium,organic,3,162,0,0,28,LOW
COL_0014001,BIN_00065,2023-01-02,residential,Kasoa,24.7,low,general,3,162,0,0,17,LOW
COL_0014002,BIN_00065,2023-01-06,residential,Kasoa,30.4,medium,organic,4,162,0,0,32,MEDIUM
COL_0014003,BIN_00065,2023-01-09,residential,Kasoa,31.4,medium,recyclable,3,162,0,0,21,LOW
COL_0014004,BIN_00065,2023-01-12,residential,Kasoa,26.1,low,general,3,162,0,0,17,LOW
COL_0014005,BIN_00065,2023-01-15,residential,Kasoa,24.6,low,recyclable,3,162,0,0,15,LOW
COL_0014006,BIN_00065,2023-01-18,residential,Kasoa,25.9,low,recyclable,3,162,0,0,15,LOW
COL_0014007,BIN_00065,2023-01-22,residential,Kasoa,27.4,low,organic,4,162,0,0,26,LOW
COL_0014008,BIN_00065,2023-01-25,residential,Kasoa,20.5,low,organic,3,162,0,0,22,LOW
COL_0014009,BIN_00065,2023-01-28,residential,Kasoa,19.3,low,general,3,162,0,0,17,LOW
COL_0014010,BIN_00065,2023-01-31,residential,Kasoa,22.3,low,general,3,162,0,0,17,LOW
COL_0014011,BIN_00065,2023-02-03,residential,Kasoa,20.3,low,organic,3,162,0,0,22,LOW
COL_0014012,BIN_00065,2023-02-07,residential,Kasoa,31.3,medium,recyclable,4,162,0,0,25,LOW
COL_0014013,BIN_00065,2023-02-11,residential,Kasoa,29.7,low,recyclable,4,162,0,0,19,LOW
COL_0014014,BIN_00065,2023-02-14,residential,Kasoa,24.4,low,recyclable,3,162,0,0,15,LOW
COL_0014015,BIN_00065,2023-02-17,residential,Kasoa,28.9,low,general,3,162,0,0,17,LOW
COL_0014016,BIN_00065,2023-02-20,residential,Kasoa,26.4,low,general,3,162,0,0,17,LOW
COL_0014017,BIN_00065,2023-02-24,residential,Kasoa,27.6,low,organic,4,162,0,0,26,LOW
COL_0014018,BIN_00065,2023-02-27,residential,Kasoa,28.3,low,general,3,162,0,0,17,LOW
COL_0014019,BIN_00065,2023-03-02,residential,Kasoa,26.0,low,general,3,162,0,0,17,LOW
COL_0014020,BIN_00065,2023-03-05,residential,Kasoa,29.7,low,organic,3,162,0,0,22,LOW
COL_0014021,BIN_00065,2023-03-08,residential,Kasoa,23.5,low,general,3,162,0,0,17,LOW
COL_0014022,BIN_00065,2023-03-12,residential,Kasoa,34.0,medium,organic,4,162,0,0,32,MEDIUM
COL_0014023,BIN_00065,2023-03-15,residential,Kasoa,22.6,low,recyclable,3,162,0,0,15,LOW
COL_0014024,BIN_00065,2023-03-18,residential,Kasoa,27.0,low,recyclable,3,162,0,0,15,LOW
COL_0014025,BIN_00065,2023-03-21,residential,Kasoa,27.3,low,organic,3,162,0,0,22,LOW
COL_0014026,BIN_00065,2023-03-24,residential,Kasoa,25.3,low,general,3,162,0,0,17,LOW
COL_0014027,BIN_00065,2023-03-27,residential,Kasoa,31.4,medium,general,3,162,0,0,23,LOW
COL_0014028,BIN_00065,2023-03-31,residential,Kasoa,21.4,low,general,4,162,0,0,21,LOW
COL_0014029,BIN_00065,2023-04-03,residential,Kasoa,31.2,medium,general,3,162,0,0,23,LOW
COL_0014030,BIN_00065,2023-04-10,residential,Kasoa,60.2,high,general,7,162,0,0,44,MEDIUM
COL_0014031,BIN_00065,2023-04-13,residential,Kasoa,18.8,low,hazardous,3,162,0,0,37,MEDIUM
COL_0014032,BIN_00065,2023-04-16,residential,Kasoa,16.1,low,organic,3,162,0,0,22,LOW
COL_0014033,BIN_00065,2023-04-19,residential,Kasoa,17.2,low,hazardous,3,162,0,0,37,MEDIUM
COL_0014034,BIN_00065,2023-04-23,residential,Kasoa,30.1,medium,general,4,162,0,0,27,LOW
COL_0014035,BIN_00065,2023-04-26,residential,Kasoa,17.9,low,organic,3,162,0,0,22,LOW
COL_0014036,BIN_00065,2023-04-29,residential,Kasoa,23.0,low,organic,3,162,0,0,22,LOW
COL_0014037,BIN_00065,2023-05-02,residential,Kasoa,23.6,low,general,3,162,0,0,17,LOW
COL_0014038,BIN_00065,2023-05-06,residential,Kasoa,18.4,low,organic,4,162,0,0,26,LOW
COL_0014039,BIN_00065,2023-05-10,residential,Kasoa,26.2,low,organic,4,162,0,0,26,LOW
COL_0014040,BIN_00065,2023-05-14,residential,Kasoa,28.6,low,organic,4,162,0,0,26,LOW
COL_0014041,BIN_00065,2023-05-17,residential,Kasoa,12.8,low,recyclable,3,162,0,0,15,LOW
COL_0014042,BIN_00065,2023-05-20,residential,Kasoa,14.1,low,general,3,162,0,0,17,LOW
COL_0014043,BIN_00065,2023-05-23,residential,Kasoa,16.3,low,general,3,162,0,0,17,LOW
COL_0014044,BIN_00065,2023-05-26,residential,Kasoa,14.0,low,general,3,162,0,0,17,LOW
COL_0014045,BIN_00065,2023-05-30,residential,Kasoa,30.8,medium,organic,4,162,0,0,32,MEDIUM
COL_0014046,BIN_00065,2023-06-02,residential,Kasoa,12.0,low,organic,3,162,0,0,22,LOW
COL_0014047,BIN_00065,2023-06-06,residential,Kasoa,24.3,low,organic,4,162,0,0,26,LOW
COL_0014048,BIN_00065,2023-06-10,residential,Kasoa,26.6,low,organic,4,162,0,0,26,LOW
COL_0014049,BIN_00065,2023-06-14,residential,Kasoa,20.3,low,general,4,162,0,0,21,LOW
COL_0014050,BIN_00065,2023-06-17,residential,Kasoa,20.5,low,organic,3,162,0,0,22,LOW
COL_0014051,BIN_00065,2023-06-21,residential,Kasoa,28.9,low,general,4,162,0,0,21,LOW
COL_0014052,BIN_00065,2023-06-24,residential,Kasoa,14.5,low,general,3,162,0,0,17,LOW
COL_0014053,BIN_00065,2023-06-27,residential,Kasoa,26.4,low,general,3,162,0,0,17,LOW
COL_0014054,BIN_00065,2023-06-30,residential,Kasoa,20.9,low,organic,3,162,0,0,22,LOW
COL_0014055,BIN_00065,2023-07-03,residential,Kasoa,22.0,low,general,3,162,0,0,17,LOW
COL_0014056,BIN_00065,2023-07-06,residential,Kasoa,13.5,low,organic,3,162,0,0,22,LOW
COL_0014057,BIN_00065,2023-07-09,residential,Kasoa,19.7,low,organic,3,162,0,0,22,LOW
COL_0014058,BIN_00065,2023-07-12,residential,Kasoa,19.0,low,e_waste,3,162,0,0,27,LOW
COL_0014059,BIN_00065,2023-07-15,residential,Kasoa,17.5,low,e_waste,3,162,0,0,27,LOW
COL_0014060,BIN_00065,2023-07-18,residential,Kasoa,19.8,low,organic,3,162,0,0,22,LOW
COL_0014061,BIN_00065,2023-07-21,residential,Kasoa,13.9,low,general,3,162,0,0,17,LOW
COL_0014062,BIN_00065,2023-07-24,residential,Kasoa,19.1,low,recyclable,3,162,0,0,15,LOW
COL_0014063,BIN_00065,2023-07-29,residential,Kasoa,26.4,low,recyclable,5,162,0,0,23,LOW
COL_0014064,BIN_00065,2023-08-01,residential,Kasoa,16.9,low,organic,3,162,0,0,22,LOW
COL_0014065,BIN_00065,2023-08-06,residential,Kasoa,44.2,medium,general,5,162,0,0,31,MEDIUM
COL_0014066,BIN_00065,2023-08-09,residential,Kasoa,23.8,low,organic,3,162,0,0,22,LOW
COL_0014067,BIN_00065,2023-08-12,residential,Kasoa,24.5,low,recyclable,3,162,0,0,15,LOW
COL_0014068,BIN_00065,2023-08-15,residential,Kasoa,21.2,low,recyclable,3,162,0,0,15,LOW
COL_0014069,BIN_00065,2023-08-19,residential,Kasoa,34.6,medium,organic,4,162,0,0,32,MEDIUM
COL_0014070,BIN_00065,2023-08-24,residential,Kasoa,32.1,medium,recyclable,5,162,0,0,29,LOW
COL_0014071,BIN_00065,2023-08-27,residential,Kasoa,27.5,low,recyclable,3,162,0,0,15,LOW
COL_0014072,BIN_00065,2023-09-01,residential,Kasoa,29.6,low,general,5,162,0,0,25,LOW
COL_0014073,BIN_00065,2023-09-05,residential,Kasoa,22.2,low,general,4,162,0,0,21,LOW
COL_0014074,BIN_00065,2023-09-08,residential,Kasoa,14.6,low,organic,3,162,0,0,22,LOW
COL_0014075,BIN_00065,2023-09-11,residential,Kasoa,22.5,low,organic,3,162,0,0,22,LOW
COL_0014076,BIN_00065,2023-09-15,residential,Kasoa,19.0,low,general,4,162,0,0,21,LOW
COL_0014077,BIN_00065,2023-09-18,residential,Kasoa,21.6,low,organic,3,162,0,0,22,LOW
COL_0014078,BIN_00065,2023-09-21,residential,Kasoa,21.5,low,general,3,162,0,0,17,LOW
COL_0014079,BIN_00065,2023-09-24,residential,Kasoa,17.6,low,e_waste,3,162,0,0,27,LOW
COL_0014080,BIN_00065,2023-09-27,residential,Kasoa,16.5,low,recyclable,3,162,0,0,15,LOW
COL_0014081,BIN_00065,2023-10-02,residential,Kasoa,28.4,low,recyclable,5,162,0,0,23,LOW
COL_0014082,BIN_00065,2023-10-06,residential,Kasoa,20.7,low,recyclable,4,162,0,0,19,LOW
COL_0014083,BIN_00065,2023-10-09,residential,Kasoa,17.4,low,hazardous,3,162,0,0,37,MEDIUM
COL_0014084,BIN_00065,2023-10-12,residential,Kasoa,24.1,low,general,3,162,0,0,17,LOW
COL_0014085,BIN_00065,2023-10-15,residential,Kasoa,22.0,low,general,3,162,0,0,17,LOW
COL_0014086,BIN_00065,2023-10-20,residential,Kasoa,24.5,low,e_waste,5,162,0,0,35,MEDIUM
COL_0014087,BIN_00065,2023-10-23,residential,Kasoa,14.7,low,recyclable,3,162,0,0,15,LOW
COL_0014088,BIN_00065,2023-10-27,residential,Kasoa,15.5,low,general,4,162,0,0,21,LOW
COL_0014089,BIN_00065,2023-10-30,residential,Kasoa,23.7,low,organic,3,162,0,0,22,LOW
COL_0014090,BIN_00065,2023-11-03,residential,Kasoa,21.8,low,recyclable,4,162,0,0,19,LOW
COL_0014091,BIN_00065,2023-11-06,residential,Kasoa,15.0,low,organic,3,162,0,0,22,LOW
COL_0014092,BIN_00065,2023-11-09,residential,Kasoa,11.4,low,recyclable,3,162,0,0,15,LOW
COL_0014093,BIN_00065,2023-11-12,residential,Kasoa,15.0,low,general,3,162,0,0,17,LOW
COL_0014094,BIN_00065,2023-11-15,residential,Kasoa,20.3,low,recyclable,3,162,0,0,15,LOW
COL_0014095,BIN_00065,2023-11-18,residential,Kasoa,21.2,low,e_waste,3,162,0,0,27,LOW
COL_0014096,BIN_00065,2023-11-22,residential,Kasoa,16.5,low,recyclable,4,162,0,0,19,LOW
COL_0014097,BIN_00065,2023-11-27,residential,Kasoa,31.2,medium,general,5,162,0,0,31,MEDIUM
COL_0014098,BIN_00065,2023-11-30,residential,Kasoa,12.6,low,general,3,162,0,0,17,LOW
COL_0014099,BIN_00065,2023-12-03,residential,Kasoa,31.1,medium,general,3,162,0,0,23,LOW
COL_0014100,BIN_00065,2023-12-06,residential,Kasoa,21.7,low,organic,3,162,0,0,22,LOW
COL_0014101,BIN_00065,2023-12-11,residential,Kasoa,41.4,medium,general,5,162,0,0,31,MEDIUM
COL_0014102,BIN_00065,2023-12-14,residential,Kasoa,28.8,low,organic,3,162,0,0,22,LOW
COL_0014103,BIN_00065,2023-12-17,residential,Kasoa,29.1,low,general,3,162,0,0,17,LOW
COL_0014104,BIN_00065,2023-12-20,residential,Kasoa,26.9,low,organic,3,162,0,0,22,LOW
COL_0014105,BIN_00065,2023-12-23,residential,Kasoa,31.4,medium,general,3,162,0,0,23,LOW
COL_0014106,BIN_00065,2023-12-26,residential,Kasoa,40.7,medium,recyclable,3,162,0,0,21,LOW
COL_0014107,BIN_00065,2023-12-30,residential,Kasoa,48.0,medium,organic,4,162,0,0,32,MEDIUM
COL_0014108,BIN_00066,2022-01-03,commercial,Teshie-Nungua,57.5,medium,recyclable,3,1120,0,0,34,MEDIUM
COL_0014109,BIN_00066,2022-01-07,commercial,Teshie-Nungua,60.2,high,general,4,1120,0,0,40,MEDIUM
COL_0014110,BIN_00066,2022-01-10,commercial,Teshie-Nungua,37.3,medium,general,3,1120,0,0,26,LOW
COL_0014111,BIN_00066,2022-01-15,commercial,Teshie-Nungua,53.0,medium,recyclable,5,1120,0,0,42,MEDIUM
COL_0014112,BIN_00066,2022-01-18,commercial,Teshie-Nungua,33.7,medium,general,3,1120,0,0,26,LOW
COL_0014113,BIN_00066,2022-01-24,commercial,Teshie-Nungua,64.6,high,recyclable,6,1120,0,0,42,MEDIUM
COL_0014114,BIN_00066,2022-01-27,commercial,Teshie-Nungua,39.8,medium,recyclable,3,1120,0,0,24,LOW
COL_0014115,BIN_00066,2022-01-30,commercial,Teshie-Nungua,32.9,medium,construction,3,1120,0,0,21,LOW
COL_0014116,BIN_00066,2022-02-02,commercial,Teshie-Nungua,36.2,medium,general,3,1120,0,0,26,LOW
COL_0014117,BIN_00066,2022-02-05,commercial,Teshie-Nungua,36.8,medium,general,3,1120,0,0,26,LOW
COL_0014118,BIN_00066,2022-02-09,commercial,Teshie-Nungua,48.7,medium,recyclable,4,1120,0,0,28,LOW
COL_0014119,BIN_00066,2022-02-12,commercial,Teshie-Nungua,40.2,medium,recyclable,3,1120,0,0,24,LOW
COL_0014120,BIN_00066,2022-02-15,commercial,Teshie-Nungua,37.0,medium,organic,3,1120,0,0,31,MEDIUM
COL_0014121,BIN_00066,2022-02-19,commercial,Teshie-Nungua,46.8,medium,general,4,1120,0,0,30,MEDIUM
COL_0014122,BIN_00066,2022-02-22,commercial,Teshie-Nungua,35.3,medium,general,3,1120,0,0,26,LOW
COL_0014123,BIN_00066,2022-02-25,commercial,Teshie-Nungua,41.3,medium,general,3,1120,0,0,26,LOW
COL_0014124,BIN_00066,2022-02-28,commercial,Teshie-Nungua,30.2,medium,recyclable,3,1120,0,0,24,LOW
COL_0014125,BIN_00066,2022-03-04,commercial,Teshie-Nungua,48.0,medium,general,4,1120,0,0,30,MEDIUM
COL_0014126,BIN_00066,2022-03-07,commercial,Teshie-Nungua,31.1,medium,organic,3,1120,0,0,31,MEDIUM
COL_0014127,BIN_00066,2022-03-11,commercial,Teshie-Nungua,45.5,medium,organic,4,1120,0,0,35,MEDIUM
COL_0014128,BIN_00066,2022-03-14,commercial,Teshie-Nungua,26.4,low,general,3,1120,0,0,20,LOW
COL_0014129,BIN_00066,2022-03-18,commercial,Teshie-Nungua,53.3,medium,recyclable,4,1120,0,0,38,MEDIUM
COL_0014130,BIN_00066,2022-03-22,commercial,Teshie-Nungua,42.0,medium,organic,4,1120,0,0,35,MEDIUM
COL_0014131,BIN_00066,2022-03-25,commercial,Teshie-Nungua,34.7,medium,general,3,1120,0,0,26,LOW
COL_0014132,BIN_00066,2022-03-28,commercial,Teshie-Nungua,37.8,medium,organic,3,1120,0,0,31,MEDIUM
COL_0014133,BIN_00066,2022-03-31,commercial,Teshie-Nungua,41.9,medium,recyclable,3,1120,0,0,24,LOW
COL_0014134,BIN_00066,2022-04-05,commercial,Teshie-Nungua,56.3,medium,general,5,1120,0,0,44,MEDIUM
COL_0014135,BIN_00066,2022-04-09,commercial,Teshie-Nungua,56.8,medium,general,4,1120,0,0,40,MEDIUM
COL_0014136,BIN_00066,2022-04-12,commercial,Teshie-Nungua,32.6,medium,recyclable,3,1120,0,0,24,LOW
COL_0014137,BIN_00066,2022-04-17,commercial,Teshie-Nungua,40.1,medium,hazardous,5,1120,0,0,54,HIGH
COL_0014138,BIN_00066,2022-04-20,commercial,Teshie-Nungua,36.8,medium,general,3,1120,0,0,26,LOW
COL_0014139,BIN_00066,2022-04-23,commercial,Teshie-Nungua,29.4,low,recyclable,3,1120,0,0,18,LOW
COL_0014140,BIN_00066,2022-04-26,commercial,Teshie-Nungua,26.8,low,general,3,1120,0,0,20,LOW
COL_0014141,BIN_00066,2022-04-29,commercial,Teshie-Nungua,25.9,low,general,3,1120,0,0,20,LOW
COL_0014142,BIN_00066,2022-05-02,commercial,Teshie-Nungua,25.7,low,general,3,1120,0,0,20,LOW
COL_0014143,BIN_00066,2022-05-05,commercial,Teshie-Nungua,27.9,low,general,3,1120,0,0,20,LOW
COL_0014144,BIN_00066,2022-05-08,commercial,Teshie-Nungua,22.8,low,organic,3,1120,0,0,25,LOW
COL_0014145,BIN_00066,2022-05-14,commercial,Teshie-Nungua,57.9,medium,recyclable,6,1120,0,0,42,MEDIUM
COL_0014146,BIN_00066,2022-05-18,commercial,Teshie-Nungua,36.6,medium,organic,4,1120,0,0,35,MEDIUM
COL_0014147,BIN_00066,2022-05-22,commercial,Teshie-Nungua,32.5,medium,general,4,1120,0,0,30,MEDIUM
COL_0014148,BIN_00066,2022-05-25,commercial,Teshie-Nungua,29.5,low,hazardous,3,1120,0,0,40,MEDIUM
COL_0014149,BIN_00066,2022-05-28,commercial,Teshie-Nungua,28.9,low,recyclable,3,1120,0,0,18,LOW
COL_0014150,BIN_00066,2022-05-31,commercial,Teshie-Nungua,22.6,low,recyclable,3,1120,0,0,18,LOW
COL_0014151,BIN_00066,2022-06-03,commercial,Teshie-Nungua,30.3,medium,recyclable,3,1120,0,0,24,LOW
COL_0014152,BIN_00066,2022-06-06,commercial,Teshie-Nungua,31.7,medium,general,3,1120,0,0,26,LOW
COL_0014153,BIN_00066,2022-06-10,commercial,Teshie-Nungua,41.0,medium,general,4,1120,0,0,30,MEDIUM
COL_0014154,BIN_00066,2022-06-14,commercial,Teshie-Nungua,31.9,medium,recyclable,4,1120,0,0,28,LOW
COL_0014155,BIN_00066,2022-06-17,commercial,Teshie-Nungua,30.1,medium,general,3,1120,0,0,26,LOW
COL_0014156,BIN_00066,2022-06-20,commercial,Teshie-Nungua,27.6,low,organic,3,1120,0,0,25,LOW
COL_0014157,BIN_00066,2022-06-23,commercial,Teshie-Nungua,20.6,low,recyclable,3,1120,0,0,18,LOW
COL_0014158,BIN_00066,2022-06-26,commercial,Teshie-Nungua,18.9,low,general,3,1120,0,0,20,LOW
COL_0014159,BIN_00066,2022-06-29,commercial,Teshie-Nungua,25.6,low,organic,3,1120,0,0,25,LOW
COL_0014160,BIN_00066,2022-07-02,commercial,Teshie-Nungua,37.9,medium,general,3,1120,0,0,26,LOW
COL_0014161,BIN_00066,2022-07-05,commercial,Teshie-Nungua,36.4,medium,general,3,1120,0,0,26,LOW
COL_0014162,BIN_00066,2022-07-08,commercial,Teshie-Nungua,21.9,low,general,3,1120,0,0,20,LOW
COL_0014163,BIN_00066,2022-07-11,commercial,Teshie-Nungua,20.9,low,hazardous,3,1120,0,0,40,MEDIUM
COL_0014164,BIN_00066,2022-07-14,commercial,Teshie-Nungua,33.9,medium,organic,3,1120,0,0,31,MEDIUM
COL_0014165,BIN_00066,2022-07-17,commercial,Teshie-Nungua,24.4,low,recyclable,3,1120,0,0,18,LOW
COL_0014166,BIN_00066,2022-07-20,commercial,Teshie-Nungua,26.6,low,general,3,1120,0,0,20,LOW
COL_0014167,BIN_00066,2022-07-23,commercial,Teshie-Nungua,27.1,low,recyclable,3,1120,0,0,18,LOW
COL_0014168,BIN_00066,2022-07-27,commercial,Teshie-Nungua,38.8,medium,hazardous,4,1120,0,0,50,HIGH
COL_0014169,BIN_00066,2022-07-30,commercial,Teshie-Nungua,32.8,medium,general,3,1120,0,0,26,LOW
COL_0014170,BIN_00066,2022-08-02,commercial,Teshie-Nungua,54.2,medium,recyclable,3,1120,0,0,34,MEDIUM
COL_0014171,BIN_00066,2022-08-07,commercial,Teshie-Nungua,94.2,critical,general,5,1120,0,0,61,HIGH
COL_0014172,BIN_00066,2022-08-10,commercial,Teshie-Nungua,60.3,high,recyclable,3,1120,0,0,34,MEDIUM
COL_0014173,BIN_00066,2022-08-14,commercial,Teshie-Nungua,61.4,high,recyclable,4,1120,0,0,38,MEDIUM
COL_0014174,BIN_00066,2022-08-17,commercial,Teshie-Nungua,42.8,medium,organic,3,1120,0,0,31,MEDIUM
COL_0014175,BIN_00066,2022-08-20,commercial,Teshie-Nungua,31.3,medium,organic,3,1120,0,0,31,MEDIUM
COL_0014176,BIN_00066,2022-08-23,commercial,Teshie-Nungua,33.5,medium,general,3,1120,0,0,26,LOW
