collection_id,bin_id,collection_date,collection_time,day_of_week,is_holiday,holiday_name,is_festival_period,festival_name,days_since_last_collection,fill_level_percent,fill_level_category,waste_weight_kg,waste_type_primary,waste_composition_json,odor_complaint,overflow_reported,collector_notes,temperature_c,rainfall_mm,humidity_percent,location_type,district,capacity_liters,bin_material,has_lid,nearby_population,distance_to_depot_km,road_accessibility,installation_date,latitude,longitude,month,week_of_year,is_weekend,is_month_start,is_month_end,fill_rate_7day_avg,fill_rate_7day_std,weight_7day_avg,prev_fill_level,prev_days_since_collection,bin_age_days,fill_rate_per_day,overflow_count_30day,organic_percent,recyclable_percent
COL_0001028,BIN_00005,2023-06-27,13:50,Tuesday,0,,0,,3,12.0,low,7.86,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.1,16.6,87.2,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,6,26,0,0,1,17.642857142857142,4.244155645456225,10.304285714285713,14.3,3.0,1520,4.0,0.0,52.2,17.4
COL_0001029,BIN_00005,2023-07-01,07:50,Saturday,1,Republic Day,0,,4,23.1,low,6.58,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.2,5.8,82.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,26,1,1,0,17.771428571428572,4.415395144912295,9.457142857142857,12.0,3.0,1524,5.775,0.0,39.1,30.5
COL_0001030,BIN_00005,2023-07-04,09:10,Tuesday,0,,0,,3,13.5,low,8.44,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.6,1.5,89.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,27,0,1,0,17.728571428571428,4.46158203843828,9.367142857142856,23.1,4.0,1527,4.5,0.0,52.2,17.4
COL_0001031,BIN_00005,2023-07-07,13:58,Friday,0,,0,,3,22.2,low,7.63,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.1,2.0,65.1,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,27,0,0,0,18.214285714285715,4.771941803022046,9.018571428571429,13.5,3.0,1530,7.3999999999999995,0.0,39.1,30.5
COL_0001032,BIN_00005,2023-07-10,07:12,Monday,0,,0,,3,18.7,low,9.18,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.1,0.0,84.2,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,28,0,0,0,17.685714285714287,4.423207196680108,8.695714285714285,22.2,3.0,1533,6.233333333333333,0.0,52.2,17.4
COL_0001033,BIN_00005,2023-07-14,17:59,Friday,0,,0,,4,24.5,low,8.26,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,8.2,95.5,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,28,0,0,0,18.32857142857143,5.092057307125317,8.155714285714286,18.7,3.0,1537,6.125,0.0,39.1,30.5
COL_0001034,BIN_00005,2023-07-17,06:31,Monday,0,,0,,3,22.5,low,10.65,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.1,0.0,80.1,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,29,0,0,0,19.5,4.952103929981062,8.37142857142857,24.5,4.0,1540,7.5,0.0,39.1,17.4
COL_0001035,BIN_00005,2023-07-21,14:50,Friday,0,,0,,4,14.1,low,7.18,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.5,17.6,81.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,29,0,0,0,19.8,4.461315202194735,8.274285714285714,22.5,3.0,1544,3.525,0.0,39.1,17.4
COL_0001036,BIN_00005,2023-07-24,14:07,Monday,0,,0,,3,19.0,low,6.65,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.9,8.5,78.3,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,30,0,0,0,19.214285714285715,4.218383802448812,8.284285714285714,14.1,4.0,1547,6.333333333333333,0.0,39.1,17.4
COL_0001037,BIN_00005,2023-07-27,07:36,Thursday,0,,0,,3,18.7,low,6.34,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.0,15.9,96.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,30,0,0,1,19.957142857142856,3.4282440319874588,7.984285714285713,19.0,3.0,1550,6.233333333333333,0.0,39.1,17.4
COL_0001038,BIN_00005,2023-07-30,06:41,Sunday,0,,0,,3,18.5,low,12.81,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,29.6,82.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,7,30,1,0,1,19.428571428571427,3.3079269871600117,8.724285714285715,18.7,3.0,1553,6.166666666666667,0.0,52.2,17.4
COL_0001039,BIN_00005,2023-08-03,17:22,Thursday,0,,0,,4,25.7,low,15.51,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,35.9,0.0,50.4,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,31,0,1,0,20.428571428571427,4.0301837368017575,9.62857142857143,18.5,3.0,1557,6.425,0.0,52.2,17.4
COL_0001040,BIN_00005,2023-08-06,14:35,Sunday,0,,0,,3,23.9,low,6.96,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.0,11.6,65.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,31,1,0,0,20.342857142857138,3.9344025988101725,9.442857142857145,25.7,4.0,1560,7.966666666666666,0.0,39.1,30.5
COL_0001041,BIN_00005,2023-08-10,06:10,Thursday,0,,0,,4,23.7,low,8.49,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.4,0.0,59.5,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,32,0,0,0,20.514285714285712,4.0679350090796245,9.134285714285713,23.9,3.0,1564,5.925,0.0,39.1,17.4
COL_0001042,BIN_00005,2023-08-13,10:14,Sunday,0,,0,,3,25.5,low,12.35,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.6,0.0,51.5,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,32,1,0,0,22.142857142857142,3.2771212686630915,9.872857142857143,23.7,4.0,1567,8.5,0.0,52.2,17.4
COL_0001043,BIN_00005,2023-08-17,07:50,Thursday,0,,0,,4,33.4,medium,8.96,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.6,0.0,48.3,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,33,0,0,0,24.199999999999996,5.027590542861119,10.202857142857143,25.5,3.0,1571,8.35,0.0,39.1,30.5
COL_0001044,BIN_00005,2023-08-20,06:39,Sunday,0,,0,,3,23.8,low,7.53,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.7,0.0,54.9,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,33,1,0,0,24.928571428571427,4.431972580283043,10.372857142857143,33.4,4.0,1574,7.933333333333334,0.0,39.1,30.5
COL_0001045,BIN_00005,2023-08-23,14:59,Wednesday,0,,0,,3,19.2,low,11.07,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.7,0.0,67.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,34,0,0,0,25.02857142857143,4.267596624844097,10.124285714285715,23.8,3.0,1577,6.3999999999999995,0.0,52.2,17.4
COL_0001046,BIN_00005,2023-08-27,11:31,Sunday,0,,0,,4,34.5,medium,11.64,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.3,0.0,54.9,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,34,1,0,1,26.285714285714285,5.589701414634015,9.571428571428571,19.2,3.0,1581,8.625,0.0,39.1,17.4
COL_0001047,BIN_00005,2023-08-30,08:22,Wednesday,0,,0,,3,26.1,low,14.92,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.3,0.0,52.5,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,8,35,0,0,1,26.6,5.494239407476363,10.70857142857143,34.5,4.0,1584,8.700000000000001,0.0,52.2,17.4
COL_0001048,BIN_00005,2023-09-02,10:03,Saturday,0,,0,,3,20.6,low,10.59,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.0,12.8,95.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,35,1,1,0,26.157142857142855,5.878451367170617,11.008571428571427,26.1,3.0,1587,6.866666666666667,0.0,39.1,17.4
COL_0001049,BIN_00005,2023-09-06,14:03,Wednesday,0,,0,,4,17.1,low,8.56,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.6,0.0,78.3,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,36,0,0,0,24.957142857142856,6.817344825970757,10.467142857142857,20.6,3.0,1591,4.275,0.0,52.2,17.4
COL_0001050,BIN_00005,2023-09-09,09:35,Saturday,0,,0,,3,19.8,low,12.73,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,43.2,89.3,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,36,1,0,0,23.014285714285716,5.884280916540435,11.005714285714287,17.1,4.0,1594,6.6000000000000005,0.0,52.2,17.4
COL_0001051,BIN_00005,2023-09-12,11:45,Tuesday,0,,0,,3,20.6,low,13.57,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.1,0.0,78.0,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,37,0,0,0,22.557142857142857,5.937130940911099,11.86857142857143,19.8,3.0,1597,6.866666666666667,0.0,52.2,17.4
COL_0001052,BIN_00005,2023-09-15,13:53,Friday,0,,0,,3,21.3,low,12.35,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.8,15.3,89.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,37,0,0,0,22.857142857142858,5.790468358390698,12.051428571428572,20.6,3.0,1600,7.1000000000000005,0.0,52.2,17.4
COL_0001053,BIN_00005,2023-09-18,08:21,Monday,0,,0,,3,17.6,low,12.42,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.1,0.6,78.2,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,38,0,0,0,20.442857142857147,2.956832281827547,12.162857142857144,21.3,3.0,1603,5.866666666666667,0.0,52.2,17.4
COL_0001054,BIN_00005,2023-09-22,14:27,Friday,0,,0,,4,24.4,low,12.92,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.3,17.3,82.5,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,38,0,0,0,20.2,2.4392621835301713,11.877142857142857,17.6,3.0,1607,6.1,0.0,52.2,17.4
COL_0001055,BIN_00005,2023-09-25,12:09,Monday,0,,0,,3,14.2,low,5.07,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,0.0,78.4,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,39,0,0,1,19.285714285714285,3.308790600520942,11.088571428571429,24.4,4.0,1610,4.733333333333333,0.0,39.1,30.5
COL_0001056,BIN_00005,2023-09-28,14:08,Thursday,0,,0,,3,21.5,low,11.5,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Bin relocated slightly,26.0,0.0,72.3,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,9,39,0,0,1,19.914285714285715,3.241619230893051,11.508571428571429,14.2,3.0,1613,7.166666666666667,0.0,52.2,17.4
COL_0001057,BIN_00005,2023-10-01,12:47,Sunday,0,,0,,3,14.0,low,6.47,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.6,20.2,70.2,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,39,1,1,0,19.085714285714285,3.941416230844242,10.614285714285714,21.5,3.0,1616,4.666666666666667,0.0,39.1,17.4
COL_0001058,BIN_00005,2023-10-04,09:07,Wednesday,0,,0,,3,12.3,low,5.75,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.0,27.9,81.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,40,0,1,0,17.900000000000002,4.602897638082705,9.497142857142858,14.0,3.0,1619,4.1000000000000005,0.0,52.2,17.4
COL_0001059,BIN_00005,2023-10-07,12:35,Saturday,0,,0,,3,22.2,low,7.69,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,5.9,79.9,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,40,1,0,0,18.02857142857143,4.72465670206647,8.831428571428571,12.3,3.0,1622,7.3999999999999995,0.0,39.1,17.4
COL_0001060,BIN_00005,2023-10-10,10:33,Tuesday,0,,0,,3,14.8,low,10.27,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.7,1.7,75.2,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,41,0,0,0,17.62857142857143,4.882866059230139,8.524285714285714,22.2,3.0,1625,4.933333333333334,0.0,52.2,17.4
COL_0001061,BIN_00005,2023-10-13,06:03,Friday,0,,0,,3,15.7,low,10.32,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.9,0.0,70.9,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,41,0,0,0,16.385714285714283,3.8753187272914875,8.152857142857142,14.8,3.0,1628,5.233333333333333,0.0,52.2,17.4
COL_0001062,BIN_00005,2023-10-17,11:26,Tuesday,0,,0,,4,18.2,low,7.93,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.1,0.2,63.3,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,42,0,0,0,16.95714285714286,3.793352581757279,8.561428571428571,15.7,3.0,1632,4.55,0.0,52.2,17.4
COL_0001063,BIN_00005,2023-10-20,08:36,Friday,0,,0,,3,21.9,low,7.66,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Graffiti on bin,27.2,0.2,83.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,42,0,0,0,17.014285714285712,3.875318727291477,8.012857142857143,18.2,4.0,1635,7.3,0.0,39.1,17.4
COL_0001064,BIN_00005,2023-10-23,07:44,Monday,0,,0,,3,17.5,low,12.15,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.3,29.3,89.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,43,0,0,0,17.514285714285712,3.6402511687285126,8.824285714285715,21.9,3.0,1638,5.833333333333333,0.0,52.2,17.4
COL_0001065,BIN_00005,2023-10-26,07:44,Thursday,0,,0,,3,18.5,low,11.24,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Access blocked by vehicles,24.2,0.0,87.1,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,43,0,0,1,18.4,2.8225284173356493,9.608571428571429,17.5,3.0,1641,6.166666666666667,0.0,52.2,17.4
COL_0001066,BIN_00005,2023-10-29,09:28,Sunday,0,,0,,3,24.2,low,13.7,hazardous,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 14.8, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.2,0.0,84.1,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,10,43,1,0,1,18.685714285714287,3.327375628243549,10.467142857142857,18.5,3.0,1644,8.066666666666666,0.0,39.1,17.4
COL_0001067,BIN_00005,2023-11-01,13:33,Wednesday,0,,0,,3,15.8,low,8.12,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.9,7.2,75.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,44,0,1,0,18.828571428571426,3.149451955348451,10.16,24.2,3.0,1647,5.266666666666667,0.0,52.2,17.4
COL_0001068,BIN_00005,2023-11-04,12:57,Saturday,0,,0,,3,23.0,low,15.74,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.6,0.0,90.0,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,44,1,1,0,19.87142857142857,3.14945195534843,10.934285714285716,15.8,3.0,1650,7.666666666666667,0.0,52.2,17.4
COL_0001069,BIN_00005,2023-11-08,14:30,Wednesday,0,,0,,4,22.8,low,10.07,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.2,35.4,82.9,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,45,0,0,0,20.52857142857143,3.221652932742441,11.239999999999998,23.0,3.0,1654,5.7,0.0,39.1,17.4
COL_0001070,BIN_00005,2023-11-11,17:41,Saturday,0,,0,,3,22.9,low,12.32,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.1,0.0,84.6,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,45,1,0,0,20.67142857142857,3.313464594506474,11.905714285714286,22.8,4.0,1657,7.633333333333333,0.0,39.1,17.4
COL_0001071,BIN_00005,2023-11-14,16:19,Tuesday,0,,0,,3,17.0,low,6.38,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.6,5.1,82.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,46,0,0,0,20.599999999999998,3.397548135543288,11.081428571428571,22.9,3.0,1660,5.666666666666667,0.0,39.1,17.4
COL_0001072,BIN_00005,2023-11-17,07:24,Friday,0,,0,,3,21.7,low,6.51,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.6,0.0,67.2,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,46,0,0,0,21.057142857142853,3.281187357678735,10.405714285714286,17.0,3.0,1663,7.233333333333333,0.0,39.1,30.5
COL_0001073,BIN_00005,2023-11-20,07:29,Monday,0,,0,,3,13.8,low,6.68,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.2,12.5,81.9,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,47,0,0,0,19.571428571428573,3.9143812987982414,9.402857142857144,21.7,3.0,1666,4.6000000000000005,0.0,39.1,17.4
COL_0001074,BIN_00005,2023-11-25,09:35,Saturday,0,,0,,5,22.9,low,12.09,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.0,5.9,65.8,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,47,1,0,1,20.585714285714285,3.687559523329159,9.969999999999999,13.8,3.0,1671,4.58,0.0,52.2,17.4
COL_0001075,BIN_00005,2023-11-28,09:44,Tuesday,0,,0,,3,24.3,low,8.64,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.4,17.1,87.0,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,11,48,0,0,1,20.77142857142857,3.8582009130830137,8.955714285714285,22.9,5.0,1674,8.1,0.0,39.1,30.5
COL_0001076,BIN_00005,2023-12-01,12:27,Friday,1,Farmers Day,0,,3,20.4,low,10.33,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.8,0.0,53.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,12,48,0,1,0,20.428571428571427,3.753093961748712,8.992857142857144,24.3,3.0,1677,6.8,0.0,52.2,17.4
COL_0001077,BIN_00005,2023-12-04,10:22,Monday,0,,0,,3,22.6,low,6.57,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.8,0.0,49.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,12,49,0,1,0,20.385714285714283,3.7217507400991994,8.171428571428573,20.4,3.0,1680,7.533333333333334,0.0,39.1,30.5
COL_0001078,BIN_00005,2023-12-09,12:39,Saturday,0,,0,,5,33.9,medium,23.44,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.7,0.0,71.1,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,12,49,1,0,0,22.8,5.964897316802702,10.608571428571427,22.6,3.0,1685,6.779999999999999,0.0,52.2,17.4
COL_0001079,BIN_00005,2023-12-12,14:05,Tuesday,0,,0,,3,25.6,low,6.64,recyclable,"{""organic"": 39.1, ""recyclable"": 30.5, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.4,0.0,67.2,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,12,50,0,0,0,23.357142857142858,6.02684470870597,10.627142857142855,33.9,5.0,1688,8.533333333333333,0.0,39.1,30.5
COL_0001080,BIN_00005,2023-12-16,07:55,Saturday,0,,0,,4,33.4,medium,16.41,general,"{""organic"": 39.1, ""recyclable"": 17.4, ""general"": 39.2, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.6,0.0,62.7,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,12,50,1,0,0,26.157142857142855,5.363101448122794,12.017142857142858,25.6,3.0,1692,8.35,0.0,39.1,17.4
COL_0001081,BIN_00005,2023-12-19,11:41,Tuesday,0,,0,,3,19.4,low,13.84,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.9,0.0,41.9,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,12,51,0,0,0,25.657142857142855,5.857717741822055,12.267142857142858,33.4,4.0,1695,6.466666666666666,0.0,52.2,17.4
COL_0001082,BIN_00005,2023-12-22,09:19,Friday,0,,1,Christmas,3,26.9,low,13.66,organic,"{""organic"": 52.2, ""recyclable"": 17.4, ""general"": 26.1, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.0,0.0,66.1,residential,Tema,120,plastic,1,382,4.66,difficult,2019-04-29,5.67032,0.015293,12,51,0,0,0,26.028571428571432,5.839724390104438,12.984285714285715,19.4,3.0,1698,8.966666666666667,0.0,52.2,17.4
