date,temperature_c,rainfall_mm,humidity_percent,is_rainy_season,is_dry_season
2023-08-29,31.0,0.0,59.5,0,1
2023-08-30,25.3,0.0,52.5,0,1
2023-08-31,27.4,0.0,57.3,0,1
2023-09-01,29.3,4.4,80.0,1,0
2023-09-02,28.0,12.8,95.7,1,0
2023-09-03,24.1,7.5,90.1,1,0
2023-09-04,29.0,19.8,76.2,1,0
2023-09-05,29.9,8.0,87.0,1,0
2023-09-06,31.6,0.0,78.3,1,0
2023-09-07,29.8,0.0,73.4,1,0
2023-09-08,26.8,3.8,95.0,1,0
2023-09-09,27.8,43.2,89.3,1,0
2023-09-10,26.0,19.9,89.4,1,0
2023-09-11,25.2,0.0,75.6,1,0
2023-09-12,28.1,0.0,78.0,1,0
2023-09-13,27.9,0.0,84.5,1,0
2023-09-14,27.8,32.9,90.0,1,0
2023-09-15,26.8,15.3,89.8,1,0
2023-09-16,25.7,0.0,82.2,1,0
2023-09-17,29.6,2.4,71.1,1,0
2023-09-18,25.1,0.6,78.2,1,0
2023-09-19,29.0,0.0,80.6,1,0
2023-09-20,28.9,0.0,81.1,1,0
2023-09-21,26.7,21.2,76.6,1,0
2023-09-22,25.3,17.3,82.5,1,0
2023-09-23,27.3,0.0,87.6,1,0
2023-09-24,26.0,19.2,84.1,1,0
2023-09-25,27.4,0.0,78.4,1,0
2023-09-26,26.0,16.7,86.6,1,0
2023-09-27,26.4,0.0,89.4,1,0
2023-09-28,26.0,0.0,72.3,1,0
2023-09-29,27.0,0.0,82.6,1,0
2023-09-30,23.3,39.8,81.6,1,0
2023-10-01,27.6,20.2,70.2,1,0
2023-10-02,23.5,14.5,80.0,1,0
2023-10-03,28.1,0.0,93.4,1,0
2023-10-04,25.0,27.9,81.8,1,0
2023-10-05,26.4,0.0,83.9,1,0
2023-10-06,30.6,0.0,84.5,1,0
2023-10-07,26.3,5.9,79.9,1,0
2023-10-08,23.6,0.9,76.1,1,0
2023-10-09,27.9,15.3,73.6,1,0
2023-10-10,26.7,1.7,75.2,1,0
2023-10-11,28.5,8.2,80.9,1,0
2023-10-12,26.3,0.0,94.6,1,0
2023-10-13,23.9,0.0,70.9,1,0
2023-10-14,28.4,0.0,98.0,1,0
2023-10-15,24.6,0.0,82.2,1,0
2023-10-16,27.6,0.0,77.4,1,0
2023-10-17,25.1,0.2,63.3,1,0
2023-10-18,29.6,0.0,78.2,1,0
2023-10-19,32.4,0.0,86.5,1,0
2023-10-20,27.2,0.2,83.7,1,0
2023-10-21,27.3,0.0,73.7,1,0
2023-10-22,29.9,0.0,81.1,1,0
2023-10-23,24.3,29.3,89.8,1,0
2023-10-24,27.9,20.8,78.3,1,0
2023-10-25,29.7,40.5,85.6,1,0
2023-10-26,24.2,0.0,87.1,1,0
2023-10-27,25.0,28.7,71.7,1,0
2023-10-28,31.1,4.6,80.0,1,0
2023-10-29,27.2,0.0,84.1,1,0
2023-10-30,26.1,0.0,77.1,1,0
2023-10-31,25.0,24.2,84.5,1,0
2023-11-01,30.9,7.2,75.7,1,0
2023-11-02,29.4,8.0,80.2,1,0
2023-11-03,26.2,6.8,98.0,1,0
2023-11-04,30.6,0.0,90.0,1,0
2023-11-05,27.4,0.0,75.0,1,0
2023-11-06,30.6,28.9,82.7,1,0
2023-11-07,22.9,2.0,70.5,1,0
2023-11-08,31.2,35.4,82.9,1,0
2023-11-09,26.8,4.0,89.9,1,0
2023-11-10,25.7,0.0,83.2,1,0
2023-11-11,26.1,0.0,84.6,1,0
2023-11-12,27.6,27.2,73.3,1,0
2023-11-13,24.8,7.9,80.3,1,0
2023-11-14,28.6,5.1,82.7,1,0
2023-11-15,27.1,7.0,77.9,1,0
2023-11-16,26.4,0.0,69.7,1,0
2023-11-17,28.6,0.0,67.2,1,0
2023-11-18,25.4,0.0,89.4,1,0
2023-11-19,24.1,8.1,77.3,1,0
2023-11-20,26.2,12.5,81.9,1,0
2023-11-21,30.5,43.5,79.6,1,0
2023-11-22,32.4,0.0,74.5,1,0
2023-11-23,26.3,0.0,78.5,1,0
2023-11-24,28.9,0.0,79.7,1,0
2023-11-25,24.0,5.9,65.8,1,0
2023-11-26,28.4,0.7,86.1,1,0
2023-11-27,24.8,0.0,71.8,1,0
2023-11-28,29.4,17.1,87.0,1,0
2023-11-29,29.7,9.6,84.4,1,0
2023-11-30,25.4,53.6,82.3,1,0
2023-12-01,29.8,0.0,53.7,0,1
2023-12-02,27.6,0.0,57.7,0,1
2023-12-03,27.3,0.0,66.8,0,1
2023-12-04,29.8,0.0,49.7,0,1
2023-12-05,35.9,0.0,63.4,0,1
2023-12-06,31.9,0.0,66.1,0,1
2023-12-07,33.0,0.0,61.9,0,1
2023-12-08,31.4,0.0,69.6,0,1
2023-12-09,32.7,0.0,71.1,0,1
2023-12-10,29.4,0.0,53.8,0,1
2023-12-11,29.3,0.0,61.7,0,1
2023-12-12,31.4,0.0,67.2,0,1
2023-12-13,24.4,0.0,49.8,0,1
2023-12-14,32.8,0.0,50.2,0,1
2023-12-15,27.4,0.0,58.9,0,1
2023-12-16,30.6,0.0,62.7,0,1
2023-12-17,30.3,0.0,59.1,0,1
2023-12-18,33.1,0.0,44.6,0,1
2023-12-19,26.9,0.0,41.9,0,1
2023-12-20,29.4,8.6,46.3,0,1
2023-12-21,30.8,5.6,48.6,0,1
2023-12-22,29.0,0.0,66.1,0,1
2023-12-23,25.2,0.0,47.0,0,1
2023-12-24,32.8,0.0,45.4,0,1
2023-12-25,27.6,0.0,43.0,0,1
2023-12-26,34.9,0.0,52.0,0,1
2023-12-27,25.3,0.0,69.2,0,1
2023-12-28,27.8,0.0,63.8,0,1
2023-12-29,28.0,0.0,55.5,0,1
2023-12-30,30.8,0.0,50.5,0,1
2023-12-31,29.3,0.0,37.5,0,1
