collection_id,bin_id,collection_date,collection_time,day_of_week,is_holiday,holiday_name,is_festival_period,festival_name,days_since_last_collection,fill_level_percent,fill_level_category,waste_weight_kg,waste_type_primary,waste_composition_json,odor_complaint,overflow_reported,collector_notes,temperature_c,rainfall_mm,humidity_percent
COL_0001211,BIN_00006,2023-03-15,16:06,Wednesday,0,,0,,3,35.1,medium,30.31,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,0.0,66.3
COL_0001212,BIN_00006,2023-03-18,15:04,Saturday,0,,0,,3,36.5,medium,23.3,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,0.0,59.3
COL_0001213,BIN_00006,2023-03-21,10:35,Tuesday,0,,0,,3,33.9,medium,41.76,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.5,0.0,69.3
COL_0001214,BIN_00006,2023-03-26,09:56,Sunday,0,,0,,5,54.0,medium,33.68,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.7,0.0,64.9
COL_0001215,BIN_00006,2023-03-29,06:42,Wednesday,0,,0,,3,34.8,medium,39.53,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.6,0.0,71.6
COL_0001216,BIN_00006,2023-04-02,16:47,Sunday,0,,1,Easter,4,46.5,medium,50.2,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.8,12.6,74.8
COL_0001217,BIN_00006,2023-04-05,12:55,Wednesday,0,,1,Easter,3,39.7,medium,27.49,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.7,0.0,86.0
COL_0001218,BIN_00006,2023-04-08,07:37,Saturday,0,,1,Easter,3,35.6,medium,18.86,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.0,0.0,80.8
COL_0001219,BIN_00006,2023-04-11,15:28,Tuesday,0,,1,Easter,3,41.4,medium,40.91,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.7,0.0,88.1
COL_0001220,BIN_00006,2023-04-15,12:19,Saturday,0,,0,,4,33.0,medium,22.76,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.0,0.0,77.1
COL_0001221,BIN_00006,2023-04-20,10:26,Thursday,0,,0,,5,53.6,medium,30.14,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.8,0.0,70.7
COL_0001222,BIN_00006,2023-04-23,09:05,Sunday,0,,0,,3,21.3,low,9.84,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.5,0.0,82.7
COL_0001223,BIN_00006,2023-04-26,13:02,Wednesday,0,,0,,3,31.9,medium,32.6,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.5,29.9,69.3
COL_0001224,BIN_00006,2023-04-29,17:14,Saturday,0,,0,,3,30.2,medium,17.43,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.7,0.0,71.2
COL_0001225,BIN_00006,2023-05-02,13:56,Tuesday,0,,0,,3,21.2,low,15.23,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,8.6,79.8
COL_0001226,BIN_00006,2023-05-06,14:54,Saturday,0,,0,,4,34.3,medium,21.29,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,4.5,88.2
COL_0001227,BIN_00006,2023-05-09,16:39,Tuesday,0,,0,,3,26.6,low,24.5,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.0,0.0,81.6
COL_0001228,BIN_00006,2023-05-12,12:23,Friday,0,,0,,3,26.4,low,19.11,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.7,0.0,64.2
COL_0001229,BIN_00006,2023-05-15,16:23,Monday,0,,0,,3,17.3,low,21.4,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,5.9,75.9
COL_0001230,BIN_00006,2023-05-18,09:54,Thursday,0,,0,,3,27.7,low,14.74,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Access blocked by vehicles,26.9,20.9,73.8
COL_0001231,BIN_00006,2023-05-21,16:28,Sunday,0,,0,,3,27.9,low,54.98,construction,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 14.1}",0,0,,32.1,14.7,72.0
COL_0001232,BIN_00006,2023-05-24,11:01,Wednesday,0,,0,,3,37.2,medium,46.79,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.7,5.8,89.9
COL_0001233,BIN_00006,2023-05-30,10:37,Tuesday,0,,0,,6,55.4,medium,50.3,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.2,7.6,82.5
COL_0001234,BIN_00006,2023-06-03,15:21,Saturday,0,,0,,4,31.0,medium,22.57,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,9.4,84.3
COL_0001235,BIN_00006,2023-06-06,15:55,Tuesday,0,,0,,3,25.5,low,19.29,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.1,0.0,91.9
COL_0001236,BIN_00006,2023-06-09,13:08,Friday,0,,0,,3,37.2,medium,19.68,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.1,0.0,61.6
COL_0001237,BIN_00006,2023-06-14,17:33,Wednesday,0,,0,,5,39.5,medium,36.72,hazardous,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 14.9, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.1,0.0,77.5
COL_0001238,BIN_00006,2023-06-17,12:03,Saturday,0,,0,,3,27.2,low,22.76,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.3,60.4,93.0
COL_0001239,BIN_00006,2023-06-20,06:12,Tuesday,0,,0,,3,30.2,medium,33.19,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.0,0.0,64.8
COL_0001240,BIN_00006,2023-06-24,17:45,Saturday,0,,0,,4,30.3,medium,36.97,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.6,0.0,80.6
COL_0001241,BIN_00006,2023-06-27,06:26,Tuesday,0,,0,,3,30.8,medium,31.79,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.1,16.6,87.2
COL_0001242,BIN_00006,2023-07-01,06:39,Saturday,1,Republic Day,0,,4,41.2,medium,20.69,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.2,5.8,82.8
COL_0001243,BIN_00006,2023-07-04,10:23,Tuesday,0,,0,,3,37.1,medium,25.37,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.6,1.5,89.8
COL_0001244,BIN_00006,2023-07-11,09:34,Tuesday,0,,0,,7,60.9,high,76.87,hazardous,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 14.9, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.0,16.0,86.2
COL_0001245,BIN_00006,2023-07-14,16:18,Friday,0,,0,,3,31.6,medium,14.2,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,8.2,95.5
COL_0001246,BIN_00006,2023-07-17,10:10,Monday,0,,0,,3,23.8,low,15.52,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.1,0.0,80.1
COL_0001247,BIN_00006,2023-07-20,14:15,Thursday,0,,0,,3,29.1,low,30.47,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Lid missing,29.8,0.0,96.5
COL_0001248,BIN_00006,2023-07-23,06:47,Sunday,0,,0,,3,16.3,low,7.81,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.3,10.3,81.1
COL_0001249,BIN_00006,2023-07-28,09:12,Friday,0,,0,,5,46.7,medium,34.5,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,19.9,70.8
COL_0001250,BIN_00006,2023-08-02,17:54,Wednesday,0,,0,,5,35.6,medium,37.4,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,0.0,59.7
COL_0001251,BIN_00006,2023-08-05,07:12,Saturday,0,,0,,3,42.8,medium,48.8,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.8,0.0,57.0
COL_0001252,BIN_00006,2023-08-08,09:27,Tuesday,0,,0,,3,32.4,medium,26.04,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.5,0.0,63.7
COL_0001253,BIN_00006,2023-08-12,08:45,Saturday,0,,0,,4,49.2,medium,28.66,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.8,0.0,57.1
COL_0001254,BIN_00006,2023-08-15,07:27,Tuesday,0,,0,,3,33.3,medium,34.89,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.4,0.0,41.8
COL_0001255,BIN_00006,2023-08-19,06:48,Saturday,0,,0,,4,50.9,medium,51.96,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.1,0.0,57.6
COL_0001256,BIN_00006,2023-08-22,14:49,Tuesday,0,,0,,3,31.1,medium,24.06,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.4,0.0,62.0
COL_0001257,BIN_00006,2023-08-25,13:13,Friday,0,,0,,3,43.6,medium,56.17,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.1,0.0,49.8
COL_0001258,BIN_00006,2023-08-28,15:43,Monday,0,,0,,3,29.1,low,12.98,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.2,0.0,58.8
COL_0001259,BIN_00006,2023-08-31,09:34,Thursday,0,,0,,3,41.8,medium,29.28,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,0.0,57.3
COL_0001260,BIN_00006,2023-09-03,10:44,Sunday,0,,0,,3,22.8,low,15.67,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.1,7.5,90.1
COL_0001261,BIN_00006,2023-09-06,11:00,Wednesday,0,,0,,3,24.3,low,16.67,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.6,0.0,78.3
COL_0001262,BIN_00006,2023-09-09,12:56,Saturday,0,,0,,3,31.9,medium,22.89,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,43.2,89.3
COL_0001263,BIN_00006,2023-09-13,09:16,Wednesday,0,,0,,4,38.1,medium,34.55,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,0.0,84.5
COL_0001264,BIN_00006,2023-09-17,17:32,Sunday,0,,0,,4,27.0,low,22.81,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.6,2.4,71.1
COL_0001265,BIN_00006,2023-09-20,11:10,Wednesday,0,,0,,3,34.9,medium,45.01,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.9,0.0,81.1
COL_0001266,BIN_00006,2023-09-23,13:43,Saturday,0,,0,,3,26.6,low,26.7,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.3,0.0,87.6
COL_0001267,BIN_00006,2023-09-26,11:25,Tuesday,0,,0,,3,26.7,low,22.45,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.0,16.7,86.6
COL_0001268,BIN_00006,2023-09-29,12:59,Friday,0,,0,,3,33.5,medium,16.74,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.0,0.0,82.6
COL_0001269,BIN_00006,2023-10-06,17:53,Friday,0,,0,,7,52.0,medium,70.29,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.6,0.0,84.5
COL_0001270,BIN_00006,2023-10-09,08:04,Monday,0,,0,,3,24.2,low,18.55,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,15.3,73.6
COL_0001271,BIN_00006,2023-10-12,17:18,Thursday,0,,0,,3,30.4,medium,26.46,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,0.0,94.6
COL_0001272,BIN_00006,2023-10-20,08:25,Friday,0,,0,,8,82.2,high,84.94,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.2,0.2,83.7
COL_0001273,BIN_00006,2023-10-23,06:50,Monday,0,,0,,3,18.9,low,13.34,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.3,29.3,89.8
COL_0001274,BIN_00006,2023-10-26,10:09,Thursday,0,,0,,3,17.4,low,15.99,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.2,0.0,87.1
COL_0001275,BIN_00006,2023-10-29,17:35,Sunday,0,,0,,3,18.6,low,11.75,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.2,0.0,84.1
COL_0001276,BIN_00006,2023-11-01,16:17,Wednesday,0,,0,,3,20.7,low,14.23,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.9,7.2,75.7
COL_0001277,BIN_00006,2023-11-05,06:12,Sunday,0,,0,,4,34.2,medium,41.14,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,0.0,75.0
COL_0001278,BIN_00006,2023-11-08,09:46,Wednesday,0,,0,,3,31.5,medium,38.52,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.2,35.4,82.9
COL_0001279,BIN_00006,2023-11-11,17:48,Saturday,0,,0,,3,33.7,medium,32.47,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.1,0.0,84.6
COL_0001280,BIN_00006,2023-11-14,11:17,Tuesday,0,,0,,3,20.5,low,23.67,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.6,5.1,82.7
COL_0001281,BIN_00006,2023-11-17,09:53,Friday,0,,0,,3,33.8,medium,29.76,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.6,0.0,67.2
COL_0001282,BIN_00006,2023-11-20,16:59,Monday,0,,0,,3,20.8,low,26.3,hazardous,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 14.9, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.2,12.5,81.9
COL_0001283,BIN_00006,2023-11-24,14:29,Friday,0,,0,,4,43.5,medium,37.76,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.9,0.0,79.7
COL_0001284,BIN_00006,2023-11-27,17:36,Monday,0,,0,,3,22.1,low,22.03,hazardous,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 14.9, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.8,0.0,71.8
COL_0001285,BIN_00006,2023-12-01,07:44,Friday,1,Farmers Day,0,,4,41.2,medium,35.95,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.8,0.0,53.7
COL_0001286,BIN_00006,2023-12-06,06:36,Wednesday,0,,0,,5,58.7,medium,67.81,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.9,0.0,66.1
COL_0001287,BIN_00006,2023-12-10,13:18,Sunday,0,,0,,4,37.6,medium,16.45,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.4,0.0,53.8
COL_0001288,BIN_00006,2023-12-13,12:48,Wednesday,0,,0,,3,36.7,medium,36.55,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.4,0.0,49.8
COL_0001289,BIN_00006,2023-12-16,12:32,Saturday,0,,0,,3,41.5,medium,34.29,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Access blocked by vehicles,30.6,0.0,62.7
COL_0001290,BIN_00006,2023-12-19,10:42,Tuesday,0,,0,,3,39.6,medium,41.88,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.9,0.0,41.9
COL_0001291,BIN_00006,2023-12-22,08:31,Friday,0,,1,Christmas,3,55.8,medium,37.25,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.0,0.0,66.1
COL_0001292,BIN_00006,2023-12-25,17:24,Monday,1,Christmas Day,1,Christmas,3,52.6,medium,36.48,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.6,0.0,43.0
COL_0001293,BIN_00006,2023-12-28,07:27,Thursday,0,,1,Christmas,3,69.8,high,45.9,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,0.0,63.8
COL_0001294,BIN_00006,2023-12-31,10:43,Sunday,0,,1,Christmas,3,41.4,medium,59.03,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.3,0.0,37.5
COL_0001295,BIN_00007,2022-01-02,10:32,Sunday,0,,0,,2,71.5,high,192.52,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,27.3,0.0,57.9
COL_0001296,BIN_00007,2022-01-05,10:48,Wednesday,0,,0,,3,79.7,high,308.18,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",1,0,Odor complaint from nearby shop,32.0,0.0,57.0
COL_0001297,BIN_00007,2022-01-08,12:02,Saturday,0,,0,,3,86.9,critical,340.18,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,34.3,0.0,68.3
COL_0001298,BIN_00007,2022-01-11,17:40,Tuesday,0,,0,,3,58.0,medium,125.83,general,"{""organic"": 56.5, ""recyclable"": 13.0, ""general"": 28.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,28.9,0.0,49.6
COL_0001299,BIN_00007,2022-01-14,06:24,Friday,0,,0,,3,78.7,high,203.0,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,31.9,0.0,38.8
COL_0001300,BIN_00007,2022-01-17,12:03,Monday,0,,0,,3,64.7,high,208.0,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,23.5,0.0,49.9
COL_0001301,BIN_00007,2022-01-20,17:46,Thursday,0,,0,,3,70.5,high,231.25,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,32.4,0.0,59.1
COL_0001302,BIN_00007,2022-01-24,11:21,Monday,0,,0,,4,86.6,critical,289.48,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",1,0,Strong odor reported by residents,31.3,0.0,65.0
COL_0001303,BIN_00007,2022-01-27,08:50,Thursday,0,,0,,3,72.1,high,99.07,recyclable,"{""organic"": 56.5, ""recyclable"": 26.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,28.8,0.0,53.5
COL_0001304,BIN_00007,2022-01-29,09:59,Saturday,0,,0,,2,63.2,high,222.4,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,26.8,0.0,55.6
COL_0001305,BIN_00007,2022-02-01,11:15,Tuesday,0,,0,,3,58.3,medium,114.17,general,"{""organic"": 56.5, ""recyclable"": 13.0, ""general"": 28.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",0,0,,31.5,0.0,37.6
COL_0001306,BIN_00007,2022-02-06,17:31,Sunday,0,,0,,5,100.0,critical,380.43,organic,"{""organic"": 69.5, ""recyclable"": 13.0, ""general"": 15.7, ""hazardous"": 0.9, ""e_waste"": 0.0, ""construction"": 0.9}",1,1,Significant spillage around bin,29.4,0.0,37.9
