bin_id,location_type,district,capacity_liters,bin_material,has_lid,nearby_population,distance_to_depot_km,road_accessibility,installation_date,latitude,longitude
BIN_00271,industrial,Achimota,1100,concrete,1,209,13.98,easy,2021-10-29,5.611126,-0.194351
BIN_00272,commercial,Madina,240,plastic,1,253,10.46,moderate,2020-12-12,5.670992,0.036845
BIN_00273,commercial,Tema,1100,metal,0,982,5.79,easy,2017-11-28,5.645016,0.036855
BIN_00274,industrial,East Legon,1100,metal,1,97,11.34,easy,2021-01-27,5.527369,-0.013334
BIN_00275,residential,Adenta,240,plastic,1,111,13.77,moderate,2015-01-10,5.664221,-0.229244
BIN_00276,hospitality,Tema,660,metal,0,432,6.53,moderate,2015-10-01,5.678791,-0.152513
BIN_00277,commercial,Tema,660,metal,1,1121,3.92,moderate,2017-11-30,5.526229,-0.268114
BIN_00278,residential,Tema,120,plastic,1,465,8.07,easy,2021-05-18,5.654346,-0.232541
BIN_00279,commercial,Adenta,1100,plastic,1,824,13.72,easy,2015-08-09,5.560849,-0.182421
BIN_00280,commercial,Airport Residential,240,plastic,1,666,7.56,easy,2015-02-09,5.527623,-0.040173
BIN_00281,industrial,La,1100,metal,1,184,5.54,easy,2016-08-03,5.582692,-0.099589
BIN_00282,commercial,East Legon,660,concrete,1,684,5.04,easy,2015-07-31,5.556867,-0.279514
BIN_00283,industrial,Spintex,1100,concrete,1,153,9.83,moderate,2017-05-18,5.634019,-0.010463
BIN_00284,residential,Airport Residential,120,metal,1,131,9.86,easy,2020-06-14,5.625762,-0.25411
BIN_00285,commercial,Dansoman,240,plastic,1,498,8.66,easy,2019-05-03,5.56745,-0.04424
BIN_00286,industrial,Kasoa,1100,concrete,1,351,13.39,easy,2020-03-29,5.648563,-0.23973
BIN_00287,residential,East Legon,240,plastic,0,124,6.11,easy,2018-08-24,5.545172,-0.240771
BIN_00288,industrial,Kaneshie,1100,concrete,1,204,3.53,easy,2020-04-21,5.52257,-0.021883
BIN_00289,residential,Airport Residential,240,metal,1,135,9.34,moderate,2017-09-19,5.674726,-0.262949
BIN_00290,commercial,Achimota,660,metal,0,771,19.43,easy,2019-01-21,5.649406,-0.05654
BIN_00291,market,Tema,1100,concrete,0,1351,8.62,moderate,2016-08-17,5.620479,-0.198322
BIN_00292,residential,Accra Central,120,plastic,1,289,4.11,easy,2020-05-01,5.584724,-0.257443
BIN_00293,industrial,Airport Residential,660,metal,1,47,4.85,easy,2021-05-25,5.622678,-0.058412
BIN_00294,market,Airport Residential,1100,concrete,0,2083,5.93,difficult,2015-12-27,5.676859,-0.257724
BIN_00295,commercial,Accra Central,240,plastic,0,773,1.95,moderate,2020-05-22,5.575444,-0.148788
BIN_00296,residential,Dansoman,120,plastic,0,383,9.21,easy,2015-08-07,5.532093,0.03397
BIN_00297,residential,Kasoa,120,plastic,1,385,15.7,moderate,2018-03-03,5.560143,-0.056911
BIN_00298,industrial,Kasoa,1100,metal,1,319,19.36,easy,2021-05-02,5.617961,-0.209682
BIN_00299,hospitality,Ashaiman,240,plastic,1,864,6.67,easy,2017-12-27,5.669803,-0.101143
BIN_00300,hospitality,Dansoman,240,metal,1,684,11.79,easy,2016-01-05,5.638852,-0.172075
BIN_00301,institutional,Ashaiman,660,metal,1,1472,9.51,easy,2018-06-25,5.556668,-0.099531
BIN_00302,market,Tema,1100,metal,1,3232,9.65,easy,2019-05-18,5.576955,-0.274782
BIN_00303,residential,Tema,120,plastic,0,411,9.06,easy,2018-08-20,5.573286,0.012038
BIN_00304,residential,Teshie-Nungua,240,plastic,1,416,9.69,moderate,2019-12-05,5.530953,-0.157533
BIN_00305,hospitality,Kasoa,660,metal,0,888,18.32,easy,2016-03-20,5.659796,-0.069475
BIN_00306,institutional,La,240,plastic,0,315,10.42,easy,2018-03-08,5.615815,-0.213637
BIN_00307,commercial,Adenta,240,plastic,0,284,17.17,easy,2019-11-13,5.585404,0.024929
BIN_00308,residential,East Legon,120,plastic,0,316,10.33,easy,2017-03-13,5.648935,-0.277372
BIN_00309,hospitality,Achimota,660,concrete,1,347,17.94,moderate,2018-08-27,5.55457,-0.012923
BIN_00310,industrial,Airport Residential,1100,concrete,0,188,3.92,easy,2020-11-26,5.600501,-0.216025
BIN_00311,institutional,Dansoman,660,metal,1,1135,3.12,easy,2019-08-28,5.585775,-0.041763
BIN_00312,residential,Adenta,120,plastic,0,312,17.47,easy,2017-01-27,5.533369,-0.273687
BIN_00313,residential,Dansoman,240,plastic,0,399,4.07,easy,2021-03-03,5.546709,-0.199569
BIN_00314,residential,Kasoa,120,metal,0,387,12.99,easy,2015-01-19,5.628637,-0.144085
BIN_00315,industrial,East Legon,1100,metal,1,145,7.79,easy,2018-12-27,5.599313,0.027932
BIN_00316,commercial,La,660,metal,1,916,4.84,moderate,2017-03-31,5.644238,-0.078259
BIN_00317,institutional,Achimota,240,plastic,1,1439,11.04,easy,2018-01-01,5.605705,-0.004081
BIN_00318,institutional,Osu,240,plastic,1,1012,1.92,difficult,2016-03-04,5.597495,-0.275589
BIN_00319,commercial,Osu,1100,plastic,1,253,5.39,easy,2021-02-10,5.638893,-0.000184
BIN_00320,commercial,Accra Central,240,plastic,0,656,5.99,moderate,2021-06-28,5.555218,-0.164328
BIN_00321,residential,Achimota,240,plastic,1,118,12.2,difficult,2017-06-16,5.625869,-0.120284
BIN_00322,residential,Spintex,120,plastic,1,332,6.83,moderate,2020-01-28,5.64848,-0.109057
BIN_00323,residential,Ashaiman,120,plastic,1,547,6.12,moderate,2021-09-14,5.561317,-0.080214
BIN_00324,commercial,Dansoman,1100,concrete,1,390,7.27,moderate,2015-02-23,5.581794,-0.085793
BIN_00325,residential,East Legon,120,plastic,0,211,4.69,easy,2021-09-09,5.591017,-0.131244
BIN_00326,hospitality,Accra Central,240,plastic,1,908,4.18,easy,2020-07-08,5.550548,-0.050768
BIN_00327,residential,Teshie-Nungua,240,plastic,0,514,7.15,difficult,2020-06-30,5.534142,-0.049347
BIN_00328,residential,Spintex,120,plastic,1,266,11.0,moderate,2020-01-12,5.626696,-0.173401
BIN_00329,institutional,Achimota,660,concrete,1,1400,9.13,moderate,2018-04-20,5.633094,0.039197
BIN_00330,institutional,Spintex,240,plastic,1,1744,11.98,easy,2021-04-19,5.570897,0.037183
BIN_00331,institutional,Ashaiman,660,concrete,1,2066,5.09,easy,2021-11-14,5.666657,-0.046968
BIN_00332,residential,Adenta,240,plastic,1,349,18.37,moderate,2015-03-09,5.678509,-0.030279
BIN_00333,commercial,Dansoman,240,plastic,1,1073,6.41,easy,2018-08-31,5.595086,-0.13379
BIN_00334,commercial,Kasoa,1100,concrete,1,291,13.46,moderate,2019-05-10,5.658183,-0.243679
BIN_00335,hospitality,Spintex,660,concrete,1,554,5.48,easy,2021-02-18,5.548697,-0.047304
BIN_00336,commercial,Kaneshie,660,plastic,1,897,1.12,easy,2015-07-26,5.654105,-0.015072
BIN_00337,hospitality,Madina,660,plastic,0,610,10.5,moderate,2019-05-30,5.614854,-0.162875
BIN_00338,residential,La,120,plastic,0,346,5.22,moderate,2019-11-06,5.553797,0.004789
BIN_00339,institutional,Achimota,660,metal,1,1995,8.36,difficult,2019-11-10,5.616486,-0.075733
BIN_00340,hospitality,Ashaiman,240,plastic,1,1174,10.35,difficult,2017-07-13,5.533617,-0.152753
BIN_00341,residential,Spintex,120,plastic,1,476,3.67,easy,2020-08-02,5.674842,-0.134886
BIN_00342,residential,La,120,plastic,1,108,10.44,easy,2016-09-28,5.568397,0.041873
BIN_00343,residential,Teshie-Nungua,120,plastic,0,194,3.74,easy,2015-01-11,5.610145,-0.014744
BIN_00344,residential,Kasoa,240,plastic,1,121,10.09,difficult,2017-09-17,5.583313,-0.043988
BIN_00345,residential,Tema,120,plastic,1,440,9.99,difficult,2018-07-18,5.527194,-0.238302
BIN_00346,commercial,Osu,1100,metal,1,576,4.28,moderate,2018-05-19,5.625293,-0.241386
BIN_00347,industrial,Adenta,1100,metal,1,275,18.68,moderate,2018-11-14,5.610836,-0.088826
BIN_00348,commercial,Kaneshie,660,plastic,0,951,2.4,easy,2020-12-07,5.549643,-0.188048
BIN_00349,residential,East Legon,120,metal,0,231,8.03,easy,2020-08-15,5.579928,-0.016748
BIN_00350,residential,Achimota,120,plastic,1,235,19.86,easy,2021-05-23,5.554913,0.008444
BIN_00351,residential,Kasoa,240,plastic,0,145,12.52,easy,2016-04-25,5.608694,-0.214163
BIN_00352,residential,La,240,plastic,1,183,5.14,difficult,2019-03-01,5.643603,-0.048179
BIN_00353,market,Kasoa,1100,concrete,0,2908,12.77,moderate,2018-04-09,5.524874,-0.212532
BIN_00354,residential,La,120,plastic,1,409,4.11,moderate,2016-02-21,5.656477,0.026367
BIN_00355,hospitality,Spintex,240,plastic,1,134,9.52,easy,2017-08-10,5.550262,0.024381
BIN_00356,market,Achimota,1100,metal,0,813,17.27,easy,2017-01-02,5.657039,-0.004428
BIN_00357,hospitality,Kasoa,240,plastic,0,560,17.3,easy,2020-12-26,5.566803,-0.170372
BIN_00358,residential,La,240,plastic,0,371,5.86,moderate,2015-10-20,5.661577,-0.036108
BIN_00359,residential,Achimota,120,plastic,0,317,12.16,easy,2020-10-31,5.569901,-0.167809
BIN_00360,residential,Achimota,240,plastic,0,316,19.82,difficult,2021-08-14,5.668581,-0.259603
BIN_00361,residential,La,120,plastic,0,278,7.51,easy,2018-01-01,5.640188,-0.031224
BIN_00362,commercial,Madina,240,plastic,0,992,7.16,difficult,2019-09-07,5.584385,0.011914
BIN_00363,institutional,Adenta,240,plastic,1,992,16.76,difficult,2015-05-29,5.588793,-0.005787
BIN_00364,residential,Airport Residential,120,plastic,0,335,4.23,moderate,2017-09-10,5.538653,-0.09959
BIN_00365,institutional,Spintex,660,concrete,0,1677,8.1,moderate,2020-06-09,5.585737,-0.095009
BIN_00366,hospitality,La,660,plastic,1,503,7.18,easy,2018-06-14,5.613613,-0.205329
BIN_00367,institutional,Tema,660,metal,1,1389,3.93,easy,2017-06-09,5.639706,-0.094786
BIN_00368,residential,Spintex,240,plastic,0,272,6.13,easy,2019-05-07,5.52436,-0.107216
BIN_00369,residential,Ashaiman,120,plastic,1,365,10.41,difficult,2016-11-08,5.663341,-0.018003
BIN_00370,residential,Accra Central,120,plastic,1,344,3.41,moderate,2021-08-10,5.549228,-0.233932
BIN_00371,commercial,East Legon,660,metal,1,662,4.07,difficult,2016-02-11,5.605052,-0.269223
BIN_00372,commercial,Teshie-Nungua,240,plastic,1,558,11.35,moderate,2021-08-28,5.558263,-0.110941
BIN_00373,industrial,Kaneshie,1100,metal,1,225,3.02,moderate,2020-03-10,5.571144,-0.135402
BIN_00374,institutional,Tema,240,plastic,1,1699,8.92,easy,2019-11-10,5.566081,-0.096412
BIN_00375,residential,Airport Residential,120,plastic,1,268,3.86,easy,2015-06-20,5.561975,-0.176693
BIN_00376,institutional,Adenta,660,plastic,1,1333,12.84,moderate,2016-10-19,5.526888,-0.022282
BIN_00377,residential,Tema,240,plastic,0,379,10.6,easy,2020-08-15,5.560187,-0.00141
BIN_00378,commercial,Osu,660,concrete,1,231,2.36,easy,2018-11-25,5.631471,-0.172966
BIN_00379,residential,Madina,120,plastic,0,574,6.6,moderate,2017-02-17,5.592705,-0.022538
BIN_00380,hospitality,Spintex,660,concrete,1,756,4.63,moderate,2017-12-28,5.569155,-0.099669
BIN_00381,commercial,Spintex,240,plastic,1,837,9.52,moderate,2016-08-28,5.536039,-0.274524
BIN_00382,market,Teshie-Nungua,660,metal,1,3090,11.53,easy,2019-01-11,5.564783,-0.188353
BIN_00383,residential,Tema,120,plastic,1,308,3.26,moderate,2021-04-28,5.645058,-0.176477
BIN_00384,residential,Dansoman,120,plastic,0,381,5.48,moderate,2020-10-20,5.664679,-0.156342
BIN_00385,commercial,La,240,plastic,1,377,5.86,easy,2016-06-03,5.668864,-0.248531
BIN_00386,commercial,East Legon,660,metal,1,325,8.97,moderate,2018-11-05,5.590737,-0.169648
BIN_00387,residential,Airport Residential,120,plastic,1,152,11.2,easy,2021-05-17,5.562908,-0.160845
BIN_00388,commercial,Tema,240,plastic,1,909,4.74,moderate,2021-03-18,5.575171,-0.168687
BIN_00389,residential,Osu,120,plastic,1,368,5.13,moderate,2016-01-23,5.536895,-0.265053
BIN_00390,market,Achimota,660,concrete,1,703,19.91,easy,2020-12-22,5.538765,-0.22421
BIN_00391,residential,Madina,120,metal,1,344,8.57,easy,2015-05-10,5.619004,-0.060429
BIN_00392,commercial,Airport Residential,240,plastic,1,212,3.9,easy,2015-11-02,5.560573,-0.124586
BIN_00393,commercial,Accra Central,660,concrete,1,818,3.56,easy,2017-03-28,5.627814,-0.000527
BIN_00394,residential,Dansoman,240,metal,0,122,3.01,easy,2018-01-24,5.556204,-0.051523
BIN_00395,residential,East Legon,120,plastic,1,252,4.91,easy,2021-08-07,5.538151,0.04898
BIN_00396,residential,Osu,240,plastic,1,105,1.41,easy,2017-02-26,5.597234,-0.02344
BIN_00397,market,Teshie-Nungua,660,metal,0,3495,3.45,difficult,2020-12-12,5.523949,-0.160291
BIN_00398,commercial,Ashaiman,660,metal,0,787,4.29,difficult,2018-12-14,5.636294,-0.021026
BIN_00399,hospitality,La,660,concrete,1,762,5.66,easy,2015-05-03,5.533067,0.025015
BIN_00400,residential,Madina,120,plastic,0,275,8.99,moderate,2019-10-01,5.540203,-0.011567
BIN_00401,hospitality,Kasoa,660,concrete,1,457,16.75,moderate,2017-04-26,5.662592,-0.275501
BIN_00402,residential,Spintex,120,plastic,1,440,11.62,moderate,2015-11-22,5.649961,-0.153266
BIN_00403,market,Ashaiman,660,metal,1,1930,3.87,easy,2016-07-19,5.591057,-0.104482
BIN_00404,institutional,Madina,660,metal,1,1269,5.86,easy,2017-05-01,5.629151,-0.175971
BIN_00405,residential,Madina,240,plastic,1,394,5.31,moderate,2015-08-31,5.599993,-0.039018
BIN_00406,market,East Legon,1100,concrete,1,1211,10.17,easy,2020-07-28,5.608168,-0.107224
BIN_00407,residential,Adenta,120,plastic,1,122,9.27,moderate,2021-10-22,5.557399,-0.069535
BIN_00408,institutional,Kasoa,660,metal,1,1532,15.84,easy,2018-06-09,5.607164,-0.235223
BIN_00409,institutional,Adenta,660,metal,1,1463,14.68,easy,2019-07-11,5.604754,-0.038312
BIN_00410,hospitality,East Legon,660,concrete,1,401,6.56,moderate,2016-01-01,5.569158,-0.157892
BIN_00411,commercial,East Legon,240,plastic,0,351,3.56,easy,2021-07-09,5.529777,-0.11523
BIN_00412,residential,Airport Residential,120,plastic,1,317,6.73,easy,2019-05-02,5.618629,-0.129044
BIN_00413,residential,Adenta,120,plastic,1,179,10.17,easy,2019-02-28,5.613078,-0.147518
BIN_00414,residential,Accra Central,120,plastic,1,417,4.49,easy,2020-10-19,5.615237,0.007731
BIN_00415,commercial,East Legon,240,plastic,1,519,8.33,easy,2018-03-25,5.567412,-0.232655
BIN_00416,residential,Achimota,120,plastic,1,227,13.64,moderate,2018-07-25,5.596294,-0.072069
BIN_00417,institutional,Tema,240,plastic,1,937,11.89,easy,2021-09-03,5.635531,-0.266706
BIN_00418,commercial,Ashaiman,660,plastic,1,1374,4.34,difficult,2017-05-11,5.523531,0.044232
BIN_00419,residential,Adenta,120,plastic,1,344,8.29,easy,2015-10-01,5.615914,0.017793
BIN_00420,residential,Ashaiman,240,metal,1,414,4.79,easy,2018-01-26,5.647965,-0.096953
BIN_00421,institutional,Kasoa,240,plastic,1,774,18.4,easy,2015-08-12,5.555278,-0.073535
BIN_00422,commercial,East Legon,1100,plastic,1,298,10.54,easy,2017-06-08,5.532817,-0.134195
BIN_00423,residential,Madina,240,plastic,1,304,10.69,difficult,2017-06-22,5.563299,-0.215926
BIN_00424,commercial,Madina,240,plastic,1,783,10.9,moderate,2017-10-13,5.666807,-0.023322
BIN_00425,institutional,Kasoa,660,concrete,1,2283,18.11,easy,2015-11-02,5.547182,-0.238108
BIN_00426,residential,Airport Residential,120,plastic,0,261,11.54,easy,2018-03-10,5.534583,-0.185653
BIN_00427,market,Kaneshie,1100,concrete,0,2068,3.08,easy,2021-12-03,5.523555,0.046218
BIN_00428,residential,Dansoman,120,plastic,1,308,5.13,easy,2018-02-15,5.618805,-0.211431
BIN_00429,commercial,East Legon,660,plastic,1,297,6.15,moderate,2015-02-04,5.571988,-0.053192
BIN_00430,hospitality,East Legon,240,plastic,1,549,4.63,moderate,2020-02-17,5.649675,-0.190025
BIN_00431,industrial,Accra Central,1100,plastic,1,77,4.46,easy,2019-02-15,5.593543,-0.056999
BIN_00432,market,Spintex,1100,metal,0,1490,4.2,easy,2021-03-11,5.660736,0.019324
BIN_00433,hospitality,Accra Central,240,plastic,1,708,3.95,difficult,2020-02-22,5.559008,-0.063552
BIN_00434,residential,Achimota,120,plastic,0,110,12.26,moderate,2021-07-15,5.631894,-0.170915
BIN_00435,industrial,Osu,1100,concrete,1,172,1.67,easy,2019-06-16,5.615888,-0.110476
BIN_00436,residential,Tema,120,metal,1,163,5.87,easy,2017-02-09,5.547905,-0.124356
BIN_00437,residential,Tema,240,plastic,1,241,8.78,easy,2016-05-22,5.539471,-0.085929
BIN_00438,residential,East Legon,240,plastic,0,325,8.15,easy,2020-02-15,5.551783,-0.198537
BIN_00439,residential,East Legon,120,plastic,1,302,4.6,moderate,2017-10-30,5.602892,-0.209382
BIN_00440,residential,Teshie-Nungua,120,plastic,1,534,5.78,easy,2015-09-29,5.573245,-0.096056
BIN_00441,industrial,Ashaiman,1100,concrete,1,424,11.97,difficult,2018-01-23,5.541268,-0.069299
BIN_00442,residential,Osu,120,plastic,0,109,2.05,easy,2016-07-02,5.558251,-0.029847
BIN_00443,industrial,Tema,1100,plastic,1,301,3.75,easy,2015-06-28,5.661806,-0.230048
BIN_00444,residential,Teshie-Nungua,120,plastic,0,470,8.18,easy,2019-05-25,5.578714,-0.231415
BIN_00445,residential,Teshie-Nungua,240,plastic,1,249,4.79,moderate,2021-03-13,5.652034,-0.017631
BIN_00446,residential,Madina,240,plastic,0,300,6.05,easy,2015-04-21,5.562786,-0.011911
BIN_00447,residential,Teshie-Nungua,120,plastic,0,538,10.07,easy,2016-06-01,5.630452,0.031858
BIN_00448,market,Osu,660,concrete,1,1108,2.53,easy,2018-01-03,5.657827,-0.234691
BIN_00449,hospitality,Ashaiman,660,metal,0,1064,5.6,difficult,2018-09-12,5.54107,-0.047337
BIN_00450,industrial,La,1100,concrete,1,126,10.74,difficult,2016-04-08,5.655856,-0.153479
BIN_00451,residential,Achimota,120,plastic,1,331,11.69,easy,2018-11-13,5.676999,0.027721
BIN_00452,hospitality,Madina,660,concrete,1,424,10.91,moderate,2020-02-17,5.585244,0.012506
BIN_00453,residential,Kasoa,120,metal,1,453,15.56,difficult,2017-09-10,5.676414,-0.087733
BIN_00454,hospitality,Teshie-Nungua,660,plastic,1,420,6.1,moderate,2021-12-24,5.594015,-0.269022
BIN_00455,residential,Osu,120,metal,1,129,4.32,moderate,2015-12-06,5.587551,-0.020929
BIN_00456,residential,Tema,120,plastic,1,243,9.77,moderate,2019-02-14,5.639418,-0.177181
BIN_00457,institutional,Ashaiman,660,metal,1,851,6.77,easy,2015-09-22,5.608612,-0.110717
BIN_00458,residential,Tema,120,plastic,1,467,11.36,easy,2015-08-04,5.569232,-0.200082
BIN_00459,residential,Achimota,120,plastic,1,114,19.93,easy,2019-06-11,5.640042,-0.189413
BIN_00460,market,La,1100,metal,0,2188,7.58,difficult,2017-07-07,5.627454,-0.269532
BIN_00461,commercial,Teshie-Nungua,1100,metal,0,964,5.24,moderate,2021-12-16,5.583783,0.004764
BIN_00462,residential,Dansoman,120,plastic,1,232,10.37,easy,2020-06-30,5.530984,0.047323
BIN_00463,hospitality,Accra Central,240,plastic,1,586,2.46,easy,2021-05-22,5.590184,0.042574
BIN_00464,institutional,Madina,240,plastic,0,370,5.68,easy,2016-02-02,5.627843,-0.001376
BIN_00465,institutional,Madina,660,metal,1,2204,4.71,moderate,2020-05-10,5.5475,-0.122746
BIN_00466,industrial,Spintex,1100,metal,1,78,10.53,moderate,2016-06-18,5.676927,-0.080044
BIN_00467,commercial,Tema,660,metal,1,393,9.22,easy,2015-05-05,5.591552,-0.006159
BIN_00468,market,Osu,1100,metal,0,718,2.89,easy,2018-07-26,5.672131,-0.210734
BIN_00469,residential,Achimota,120,plastic,1,256,19.37,easy,2019-05-10,5.652664,-0.112313
BIN_00470,market,Airport Residential,1100,concrete,0,1458,7.05,easy,2020-09-10,5.63145,0.024944
BIN_00471,institutional,East Legon,240,plastic,1,327,8.37,moderate,2020-12-13,5.558694,-0.139421
BIN_00472,hospitality,Kaneshie,240,plastic,1,704,2.81,moderate,2019-10-11,5.550906,-0.124468
BIN_00473,commercial,Kaneshie,240,metal,1,896,1.13,moderate,2017-09-19,5.656585,-0.040655
BIN_00474,residential,Ashaiman,120,plastic,1,328,3.81,difficult,2018-10-07,5.597418,-0.239328
BIN_00475,residential,Accra Central,120,plastic,1,463,2.2,easy,2017-07-13,5.608639,-0.103595
BIN_00476,residential,Teshie-Nungua,240,plastic,1,484,6.05,difficult,2018-11-28,5.6133,-0.088941
BIN_00477,residential,East Legon,120,plastic,1,278,11.27,easy,2015-06-03,5.56188,-0.074001
BIN_00478,institutional,Madina,240,metal,1,1886,10.31,easy,2020-03-13,5.647408,-0.005131
BIN_00479,hospitality,Teshie-Nungua,660,concrete,1,796,10.61,easy,2018-02-15,5.627801,-0.131384
BIN_00480,industrial,Spintex,1100,metal,1,104,4.02,moderate,2016-06-21,5.524299,-0.154441
BIN_00481,residential,Teshie-Nungua,240,metal,1,348,11.08,moderate,2019-10-18,5.628908,-0.059979
BIN_00482,commercial,Teshie-Nungua,240,plastic,1,560,6.49,easy,2020-12-17,5.544503,-0.039722
BIN_00483,market,Spintex,1100,plastic,0,1273,11.43,moderate,2020-06-19,5.663584,-0.240604
BIN_00484,residential,Achimota,120,plastic,1,322,15.01,easy,2021-08-01,5.644288,-0.000309
BIN_00485,residential,Madina,120,plastic,1,424,4.77,easy,2016-02-09,5.639683,-0.003945
BIN_00486,industrial,Dansoman,1100,metal,0,275,11.37,moderate,2016-06-29,5.528452,-0.040392
BIN_00487,residential,Airport Residential,240,plastic,1,118,9.37,moderate,2021-02-22,5.539857,-0.239933
BIN_00488,industrial,Kasoa,660,concrete,1,240,13.88,moderate,2019-08-02,5.541819,-0.039756
BIN_00489,institutional,La,660,metal,1,1740,9.75,moderate,2021-04-02,5.57552,0.027846
BIN_00490,hospitality,Adenta,240,plastic,0,703,11.79,difficult,2019-01-09,5.52192,-0.097571
BIN_00491,industrial,La,1100,concrete,1,94,5.53,easy,2017-03-11,5.588664,-0.255284
BIN_00492,residential,Spintex,120,plastic,1,407,3.56,moderate,2017-04-22,5.64671,-0.147239
BIN_00493,commercial,Adenta,240,plastic,1,875,11.15,easy,2016-08-18,5.591853,-0.089388
BIN_00494,commercial,Airport Residential,660,concrete,0,269,6.64,difficult,2015-07-13,5.675212,0.005473
BIN_00495,market,La,1100,plastic,0,1225,4.81,easy,2019-10-10,5.570886,0.025132
BIN_00496,residential,La,120,plastic,1,125,5.86,easy,2018-06-27,5.640283,0.019057
BIN_00497,industrial,Tema,1100,concrete,1,264,11.39,moderate,2020-08-25,5.525634,-0.033761
BIN_00498,institutional,Kaneshie,660,concrete,0,1586,1.66,easy,2018-10-17,5.596212,-0.058981
BIN_00499,commercial,Madina,660,metal,1,695,5.03,moderate,2016-02-25,5.679282,-0.131409
BIN_00500,residential,Accra Central,240,plastic,1,217,4.85,easy,2021-07-11,5.649371,-0.175091
